comparison,diff,lwr,upr,p adj
Marcona-Paracas,0.1862015400009669,0.006462917866514373,0.3659401621354194,0.0417779666718332
Ilo-Paracas,0.38382257492054284,-0.013594471716421919,0.7812396215575076,0.059191234818377514
Ilo-Marcona,0.19762103491957594,-0.20428674235520827,0.5995288121943602,0.43216190985900804
