Location,n,mean,sd,median,IQR
Mendieta,5,0.2286809546612073,0.16449054138728178,0.15075310819664306,0.2181620997170533
Concession,3,0.18905650038398525,0.10832569153565999,0.22035930536959691,0.10487876928484396
Caro Caido,3,0.3612682318116003,0.13888366738576233,0.2839165270924811,0.12166021699513652
7H,2,0.5376063641882585,0.039294334842872994,0.5376063641882585,0.027785290629610326
