Location,n,mean,sd,median,IQR
Mendieta,6,82.436678039177,11.5243107841343,81.6256214048879,9.543826281856141
Concession,3,72.3129984796584,9.209732184115765,67.8508331781763,8.359783341679659
7H,4,91.15111475594803,12.30097876679513,92.0120618460272,14.436951463082096
Powder Ilo,3,73.55912973748113,5.16681275446982,70.9011499170894,4.625722807902008
