join_id,PE_mg_per_g_sample_mean,PE_mg_per_mL_mean,PE_pred_run2_mg_per_g_mean,PE_scaled_mean,PE_se_run2_mean,X455_mean,X564_mean,X592_mean,Xred_mean,total_PE_mg_mean,PE_mg_per_g_sample_sd,PE_mg_per_mL_sd,PE_pred_run2_mg_per_g_sd,PE_scaled_sd,PE_se_run2_sd,X455_sd,X564_sd,X592_sd,Xred_sd,total_PE_mg_sd,PE_mg_per_g_sample_se,PE_mg_per_mL_se,PE_pred_run2_mg_per_g_se,PE_scaled_se,PE_se_run2_se,X455_se,X564_se,X592_se,Xred_se,total_PE_mg_se,PE_mg_per_g_sample_cv,PE_mg_per_mL_cv,PE_pred_run2_mg_per_g_cv,PE_scaled_cv,PE_se_run2_cv,X455_cv,X564_cv,X592_cv,Xred_cv,total_PE_mg_cv,PE_mg_per_g_sample_max_dev_pct,PE_mg_per_mL_max_dev_pct,PE_pred_run2_mg_per_g_max_dev_pct,PE_scaled_max_dev_pct,PE_se_run2_max_dev_pct,X455_max_dev_pct,X564_max_dev_pct,X592_max_dev_pct,Xred_max_dev_pct,total_PE_mg_max_dev_pct,PE_mg_per_g_sample_n,PE_mg_per_mL_n,PE_pred_run2_mg_per_g_n,PE_scaled_n,PE_se_run2_n,X455_n,X564_n,X592_n,Xred_n,total_PE_mg_n,PE_mg_per_g_sample_included_rows,PE_mg_per_mL_included_rows,PE_pred_run2_mg_per_g_included_rows,PE_scaled_included_rows,PE_se_run2_included_rows,X455_included_rows,X564_included_rows,X592_included_rows,Xred_included_rows,total_PE_mg_included_rows,PE_mg_per_g_sample_excluded_rows,PE_mg_per_mL_excluded_rows,PE_pred_run2_mg_per_g_excluded_rows,PE_scaled_excluded_rows,PE_se_run2_excluded_rows,X455_excluded_rows,X564_excluded_rows,X592_excluded_rows,Xred_excluded_rows,total_PE_mg_excluded_rows,join_ids.pe,avg_sample_weight.pe,replicate_date.pe,replicate_count.pe,Sample Code.pe,Location.pe,region.pe,variety.pe,Ind_ID.pe,Life_S.pe,Large Ind?.pe,Protein_mg_per_g_mean,Protein_mg_total_mean,X600_mean,con_mg_per_ml_mean.pr,Protein_mg_per_g_sd,Protein_mg_total_sd,X600_sd,con_mg_per_ml_sd.pr,Protein_mg_per_g_se,Protein_mg_total_se,X600_se,con_mg_per_ml_se.pr,Protein_mg_per_g_cv,Protein_mg_total_cv,X600_cv,con_mg_per_ml_cv.pr,Protein_mg_per_g_max_dev_pct,Protein_mg_total_max_dev_pct,X600_max_dev_pct,con_mg_per_ml_max_dev_pct.pr,Protein_mg_per_g_n,Protein_mg_total_n,X600_n,con_mg_per_ml_n.pr,Protein_mg_per_g_included_rows,Protein_mg_total_included_rows,X600_included_rows,con_mg_per_ml_included_rows.pr,Protein_mg_per_g_excluded_rows,Protein_mg_total_excluded_rows,X600_excluded_rows,con_mg_per_ml_excluded_rows.pr,join_ids.pr,avg_sample_weight.pr,replicate_date.pr,replicate_count.pr,Sample Code.pr,Location.pr,region.pr,variety.pr,Ind_ID.pr,Life_S.pr,Large Ind?.pr,490_mean,750_mean,Rep_mean,absorbance_mean,carb_mg_per_g_mean,carb_mg_total_mean,con_mg_per_ml_mean.carb,490_sd,750_sd,Rep_sd,absorbance_sd,carb_mg_per_g_sd,carb_mg_total_sd,con_mg_per_ml_sd.carb,490_se,750_se,Rep_se,absorbance_se,carb_mg_per_g_se,carb_mg_total_se,con_mg_per_ml_se.carb,490_cv,750_cv,Rep_cv,absorbance_cv,carb_mg_per_g_cv,carb_mg_total_cv,con_mg_per_ml_cv.carb,490_max_dev_pct,750_max_dev_pct,Rep_max_dev_pct,absorbance_max_dev_pct,carb_mg_per_g_max_dev_pct,carb_mg_total_max_dev_pct,con_mg_per_ml_max_dev_pct.carb,490_n,750_n,Rep_n,absorbance_n,carb_mg_per_g_n,carb_mg_total_n,con_mg_per_ml_n.carb,490_included_rows,750_included_rows,Rep_included_rows,absorbance_included_rows,carb_mg_per_g_included_rows,carb_mg_total_included_rows,con_mg_per_ml_included_rows.carb,490_excluded_rows,750_excluded_rows,Rep_excluded_rows,absorbance_excluded_rows,carb_mg_per_g_excluded_rows,carb_mg_total_excluded_rows,con_mg_per_ml_excluded_rows.carb,avg_sample_weight.carb,replicate_date.carb,replicate_count.carb,Sample Code.carb,Location.carb,region.carb,variety.carb,Life_S.carb,Large Ind?.carb,ash_per_mean,ash_per_sd,ash_per_se,ash_per_cv,ash_per_max_dev_pct,ash_per_n,ash_per_included_rows,ash_per_excluded_rows,avg_sample_weight.ash,replicate_date.ash,replicate_count.ash,Sample Code.ash,Location.ash,region.ash,variety.ash,Life_S.ash,Large Ind?.ash,Sample Code,Location,region,variety,Ind_ID,Life_S,Large Ind?,car_per,t_rep_number
Lab_11,0.035612903,0.000544,0.044246421,35.61290323,0.001019626,0.024888889,0.020555556,0.013555556,7887.333333,0.000816,0.000670471,3.66606055596472e-05,0.005414864,0.67047128,7.81915983774417e-06,0.001895414,0.003338884,0.002411393,1027.406606,5.49909083394708e-05,0.000387097,2.1166010488517e-05,0.003126273,0.387096774,4.51439403715831e-06,0.001094318,0.001927706,0.001392218,593.1734803,3.17490157327755e-05,0.018826639,0.067390819,0.122379701,0.018826639,0.007668658,0.076155009,0.162432208,0.177889626,0.130260325,0.067390819,2.173913043,7.352941176,13.80941736,2.173913043,0.82894447,8.482142857,18.37837838,20.49180328,14.69867298,7.352941176,3,3,3,3,3,3,3,3,3,3,256,156,456,256,456,345,345,345,456,156,134,234,123,134,123,126,126,126,123,234,"C08, C09, C10, C11, C12",17.73333333,5/6/2025,6,R02,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,34.08688314,0.438760086,0.150055556,0.877520172,2.18302223,0.140764207,0.043711915,0.281528414,1.260368472,0.081270253,0.025237086,0.162540506,0.064042882,0.320822727,0.291304874,0.320822727,7.381008209,37.02359951,33.61717882,37.02359951,3,3,3,3,345,145,145,145,12,23,23,23,"B09, B10, E02, E03, E04",16.28,Mixed (2025-05-30; 2025-06-07),5,R02,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,0.7,0.0633,2,0.6367,81.90695768,0.841317863,1.682635725,0.145006896,0.06106038,1,0.205463062,12.74036411,0.265827906,0.531655813,0.083719771,0.035253227,0.577350269,0.118624154,7.355652648,0.153475813,0.306951627,0.207152709,0.964618957,0.5,0.322699957,0.155546787,0.315966079,0.315966079,22.57142857,97.47235387,50,34.5060468,16.06834758,33.7859987,33.7859987,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,10.1,NA,3,R02,Mendieta,Paracas,F. Glom,Gam/Tetra,No,0.248500619,0.005475635,0.003161359,0.022034694,2.501263323,3,123,NA,NA,NA,3,R02,Mendieta,Paracas,F. Glom,Gam/Tetra,No,R02,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,0.339376029,1
Lab_12,0.010324752,0.00016,0.013612401,10.32475151,0.001334568,0.013,0.011555556,-0.000444444,2074.888889,0.00024,0.001862556,1.38564064605515e-05,0.00100796,1.862555558,1.44996425244648e-05,0.000666667,0.0003849,0.002457038,191.2486262,2.07846096908272e-05,0.001075347,8.00000000000025e-06,0.000581946,1.075346953,8.3713725146531e-06,0.0003849,0.000222222,0.001418572,110.4174458,1.20000000000004e-05,0.180397132,0.08660254,0.074047223,0.180397132,0.01086467,0.051282051,0.033308669,-5.528336097,0.092172948,0.08660254,18.41849247,10,8.474891943,18.41849247,1.234782414,5.128205128,3.846153846,-200,10.54942701,10,3,3,3,3,3,3,3,3,3,3,468,346,467,468,367,168,356,478,467,346,12357,12578,12358,12357,12458,23457,12478,12356,12358,12578,"C11, C12, D01, D02, D03, A11, A12",19.6875,Mixed (2025-05-06; NA),8,R03,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,41.63540375,0.732878163,0.241388889,1.465756326,0.520979946,0.241205441,0.07490222,0.482410882,0.300787912,0.139260026,0.043244817,0.278520053,0.012512907,0.329120791,0.310296885,0.329120791,1.371923332,37.83727233,35.67318757,37.83727233,3,3,3,3,123,245,245,245,45,13,13,13,"B11, B12, E05, E06, E07",16.22,Mixed (2025-05-30; 2025-06-07),5,R03,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,0.755,0.100333333,2,0.654666667,71.10911331,0.864563118,1.729126236,0.075901252,0.074473709,1,0.003785939,2.171140245,0.004898244,0.009796488,0.043821608,0.042997416,0.577350269,0.002185813,1.253508405,0.002828002,0.005656005,0.100531459,0.74226288,0.5,0.005783002,0.030532517,0.005665571,0.005665571,11.25827815,82.05980066,50,0.66191446,3.502064926,0.64847346,0.64847346,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,12.16666667,NA,3,R03,Mendieta,Paracas,F. Glom,Gam/Tetra,No,0.218116517,0.019588725,0.011309556,0.089808535,10.34989961,3,123,NA,NA,NA,3,R03,Mendieta,Paracas,F. Glom,Gam/Tetra,No,R03,Mendieta,Paracas,F. Glom,many,Gam/Tetra,No,0.121213929,1
Lab_13,0.038174505,0.000752,0.072683262,38.1745048,0.001074905,0.016666667,0.007888889,0.006666667,13282.88889,0.001128,0.005065985,3.66606055596466e-05,0.002698784,5.065984765,3.19557290062261e-05,0.000881917,0.000509175,0.000333333,512.0625324,5.49909083394698e-05,0.002924848,2.11660104885166e-05,0.001558144,2.924847668,1.84496487438954e-05,0.000509175,0.000293972,0.00019245,295.6394409,3.17490157327749e-05,0.132705972,0.048750805,0.037130754,0.132705972,0.029728891,0.052915026,0.06454332,0.05,0.038550539,0.048750805,15.31905711,5.319148936,4.265325684,15.31905711,3.378609932,6,7.042253521,5,4.428420859,5.319148936,3,3,3,3,3,3,3,3,3,3,478,128,368,478,457,267,345,268,368,128,12356,34567,12457,12356,12368,13458,12678,13457,12457,34567,"D02, D03, D04, D05, D06, B01, B02",19.875,Mixed (2025-05-06; NA),8,R01,Caro Caido,Marcona,C.Cham,many,Gam/Tetra,Yes,40.2608473,0.389203695,0.134666667,0.77840739,1.179599656,0.024383498,0.007571878,0.048766996,0.681042179,0.014077819,0.004371626,0.028155638,0.029298928,0.062649708,0.056226815,0.062649708,3.309787817,7.170798975,6.435643564,7.170798975,3,3,3,3,134,345,345,345,25,12,12,12,"C01, C02, E08, E09, E10",16.26,Mixed (2025-05-30; 2025-06-07),5,R01,Caro Caido,Marcona,C.Cham,many,Gam/Tetra,Yes,0.712333333,0.068,2,0.644333333,76.09319789,0.851193862,1.702387723,0.003511885,0.006244998,1,0.008082904,7.253957348,0.010457653,0.020915306,0.002027588,0.003605551,0.577350269,0.004666667,4.188074227,0.006037729,0.012075457,0.004930114,0.091838206,0.5,0.0125446,0.095329905,0.012285865,0.012285865,0.51474029,10.29411765,50,1.345059493,10.75937397,1.317317387,1.317317387,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,11.26666667,NA,3,R01,7H,Marcona,C.Cham,Gam/Tetra,Yes,0.353280771,0.019685282,0.011365303,0.055721351,5.887899686,3,123,NA,NA,NA,3,R01,7H,Marcona,C.Cham,Gam/Tetra,Yes,R01,Caro Caido,Marcona,C.Cham,many,Gam/Tetra,Yes,0.283916527,1
Lab_14,0.01825022,0.000312,0.022593196,18.25022012,0.001195834,0.009555556,0.006,0.002222222,3778.888889,0.000468,0.000985492,4.51931569438751e-19,0.000341699,0.985491604,5.33463970507039e-06,0.000693889,0.000333333,0.00019245,64.83340474,6.77084039703117e-19,0.000568974,2.60922813270753e-19,0.00019728,0.568973843,3.07995566975205e-06,0.000400617,0.00019245,0.000111111,37.43158368,3.90914652586594e-19,0.053998889,1.448498619996e-15,0.015123989,0.053998889,0.004461022,0.072616256,0.055555556,0.08660254,0.017156738,1.44676076859641e-15,5.6592677,1.56375313339256e-13,1.708088719,5.6592677,0.504025893,8.139534884,5.555555556,10,1.937665393,1.6216699161108e-13,3,3,3,3,3,3,3,3,3,3,456,356,568,456,568,356,357,345,568,356,12378,12478,12347,12378,12347,12478,12468,12678,12347,12478,"D05, D06, D07, D08, D09, B03, B04",19.3625,Mixed (2025-05-06; NA),8,R02,Caro Caido,Marcona,C.Cham,CC10,Carp,Yes,36.98286139,0.513899741,0.173388889,1.027799482,1.88926309,0.155303974,0.04822699,0.310607948,1.090766554,0.089664791,0.027843866,0.179329582,0.051084827,0.302206757,0.278143488,0.302206757,5.584326351,33.28123224,30.63120795,33.28123224,3,3,3,3,145,234,234,234,23,15,15,15,"C03, C04, E11, E12, F01",16.28,Mixed (2025-05-30; 2025-06-07),5,R02,Caro Caido,Marcona,C.Cham,CC10,Carp,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R02,Caro Caido,Marcona,C.Cham,CC10,Carp,Yes,0.629862306,1
Lab_15,0.036609334,0.00024,0.035460632,36.60933441,0.001060796,0.017222222,0.009555556,0.006555556,6220.333333,0.00036,0.005794199,2.39999999999997e-05,0.007848071,5.794198834,4.77652148635129e-05,0.003656552,0.001071517,0.001071517,1489.079022,3.59999999999995e-05,0.003345282,1.38564064605508e-05,0.004531086,3.345282256,2.75772596593495e-05,0.002111111,0.00061864,0.00061864,859.7201741,2.07846096908263e-05,0.158271078,0.1,0.221317857,0.158271078,0.045027718,0.212315905,0.112135474,0.163451708,0.239388943,0.1,17.28783296,10,24.68204725,17.28783296,4.651555842,24.51612903,12.79069767,18.6440678,26.69739028,10,3,3,3,3,3,3,3,3,3,3,124,123,345,124,345,134,135,134,345,123,35,45,12,35,12,25,24,25,12,45,"D08, D09, D10, D11, D12",18.98,5/6/2025,5,R03,Caro Caido,Marcona,C.Cham,CC11,Gam/Tetra,No,26.31895377,0.403337106,0.139055556,0.806674212,2.380275319,0.235639309,0.073173753,0.471278617,1.374252596,0.136046418,0.042246886,0.272092837,0.090439587,0.584224226,0.526219559,0.584224226,10.42769298,67.42101928,60.72712745,67.42101928,3,3,3,3,135,135,135,135,24,24,24,24,"C05, C06, F02, F03, F04",16.44,Mixed (2025-05-30; 2025-06-07),5,R03,Caro Caido,Marcona,C.Cham,CC11,Gam/Tetra,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R03,Caro Caido,Marcona,C.Cham,CC11,Gam/Tetra,No,0.521604301,2
Lab_16,0.004748027,7.99999999999998e-05,0.015888636,4.748026787,0.001310712,0.004777778,0.008222222,-0.000222222,2506.777778,0.00012,0.000916771,1.38564064605508e-05,0.000139545,0.916770918,2.59231766178224e-06,0.00019245,0.001835857,0.003595264,26.47710402,2.07846096908263e-05,0.000529298,7.99999999999989e-06,8.05665998621651e-05,0.529297936,1.496675299855e-06,0.000111111,0.001059932,0.002075727,15.28656313,1.19999999999998e-05,0.193084614,0.173205081,0.00878272,0.193084614,0.001977794,0.040280251,0.223279887,-16.17868969,0.010562206,0.173205081,22.29188826,20,0.987758643,22.29188826,0.222462308,4.651162791,22.97297297,-700,1.187890608,20,3,3,3,3,3,3,3,3,3,3,467,467,578,467,578,378,156,458,578,467,12358,12358,12346,12358,12346,12456,23478,12367,12346,12358,"D11, D12, E01, E02, E03, B05, B06",19.45,Mixed (2025-05-06; 2025-05-12; NA),8,R01,7H,Marcona,F. Glom,many,Carp,NA,28.2331816,0.379721786,0.131722222,0.759443572,6.19266763,0.133487397,0.041452226,0.266974795,3.575338323,0.077068985,0.023932454,0.15413797,0.219340056,0.351540002,0.31469425,0.351540002,25.00392958,40.51845157,36.27161535,40.51845157,3,3,3,3,245,245,245,245,13,13,13,13,"C07, C08, F05, F06, F07",16.28,Mixed (2025-05-30; 2025-06-07),5,R01,7H,Marcona,F. Glom,many,Carp,NA,0.914333333,0.146666667,2,0.767666667,96.9043729,1.010762406,2.021524812,0.064840831,0.067099429,1,0.126179766,6.918444341,0.163251256,0.326502512,0.037435871,0.038739873,0.577350269,0.072849922,3.994365703,0.094253157,0.188506313,0.070915965,0.457496105,0.5,0.16436791,0.071394553,0.161512988,0.161512988,7.473569085,52.04545455,50,18.8449848,7.653732717,18.51766436,18.51766436,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,10.46666667,NA,3,R01,7H,Marcona,F. Glom,Carp,No,0.236040661,0.048649708,0.028087922,0.206107321,23.06015423,3,123,NA,NA,NA,3,R01,7H,Marcona,F. Glom,Carp,No,R01,7H,Marcona,F. Glom,many,Carp,NA,0.444302571,2
Lab_17,0.003434966,0.000104,0.012291282,3.434966244,0.001379971,0.020444444,0.008666667,0.004111111,1824.222222,0.000156,0.000721937,2.77128129211021e-05,0.000938236,0.721937397,1.87113997915698e-05,0.00083887,0.000666667,0.00019245,178.0191417,4.15692193816531e-05,0.000416811,1.6e-05,0.000541691,0.416810751,1.08030317065775e-05,0.000484322,0.0003849,0.000111111,102.7793994,2.4e-05,0.210173069,0.266469355,0.076333414,0.210173069,0.013559267,0.041031709,0.076923077,0.046812184,0.097586324,0.266469355,22.33991054,30.76923077,8.814084412,22.33991054,1.565665304,4.347826087,7.692307692,5.405405405,11.26812036,30.76923077,3,3,3,3,3,3,3,3,3,3,357,167,457,357,457,456,246,134,457,167,1246,2345,1236,1246,1236,1237,1357,2567,1236,2345,"E02, E03, E04, E05, E06, B07, B08",18.84285714,Mixed (2025-05-06; 2025-05-12; NA),7,R02,7H,Marcona,F. Glom,many,Gam/Tetra,NA,20.62695508,0.320683486,0.113388889,0.641366972,4.336079592,0.221240094,0.068702324,0.442480188,2.50343672,0.127733028,0.039665305,0.255466056,0.210214235,0.689901737,0.605899963,0.689901737,24.23953752,78.43838236,68.8878001,78.43838236,3,3,3,3,135,135,135,135,24,24,24,24,"C09, C10, F08, F09, F10",16.32,Mixed (2025-05-30; 2025-06-07),5,R02,7H,Marcona,F. Glom,many,Gam/Tetra,NA,1.0135,0.2325,1.5,0.781,87.11975079,1.028013059,2.056026119,0.116672619,0.06151829,0.707106781,0.055154329,6.047340345,0.071358616,0.142717232,0.0825,0.0435,0.5,0.039,4.276115366,0.050458161,0.100916323,0.115118519,0.264594796,0.471404521,0.070620139,0.069414114,0.069414114,0.069414114,8.140108535,18.70967742,33.33333333,4.993597951,4.908319098,4.908319098,4.908319098,2,2,2,2,2,2,2,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA,11.8,NA,2,R02,7H,Marcona,F. Glom,Gam/Tetra,No,0.264146917,0.033490957,0.019336013,0.126789126,14.63860979,3,123,NA,NA,NA,3,R02,7H,Marcona,F. Glom,Gam/Tetra,No,R02,7H,Marcona,F. Glom,many,Gam/Tetra,NA,0.509821074,1
Lab_18,0.018577763,0.000144,0.01781761,18.57776261,0.001297982,0.012888889,0.005888889,0.002888889,2872.777778,0.000216,0.003062836,9.38946624210725e-20,0.001950919,3.062836453,2.32991507829956e-05,0.000509175,0.0007698,0.000509175,370.1639777,1.40841993631609e-19,0.001768329,5.42101086242752e-20,0.001126364,1.768329451,1.34517709764522e-05,0.000293972,0.000444444,0.000293972,213.7142722,8.13151629364128e-20,0.164865733,6.52046266813006e-16,0.10949389,0.164865733,0.017950293,0.039504963,0.130720816,0.176252911,0.128852284,6.52046266813006e-16,18.57980568,7.52918175337159e-14,11.58872167,18.57980568,2.066220019,4.310344828,15.09433962,19.23076923,13.63759428,7.52918175337159e-14,3,3,3,3,3,3,3,3,3,3,125,126,578,125,357,345,145,145,578,126,34678,34578,12346,34678,12468,12678,23678,23678,12346,34578,"E05, E06, E07, E08, E09, B09, B10",20.0375,Mixed (2025-05-06; 2025-05-12; NA),8,R04,7H,Marcona,F. Glom,many,Carp,NA,30.43768327,0.273273942,0.098666667,0.546547884,4.115303349,0.096626016,0.030005555,0.193252032,2.375971497,0.055787056,0.017323715,0.111574113,0.135204224,0.353586644,0.304110355,0.353586644,15.43291761,35.74491963,30.74324324,35.74491963,3,3,3,3,123,345,345,345,45,12,12,12,"C11, C12, F11, F12, G01",16.62,Mixed (2025-05-30; 2025-06-07),5,R04,7H,Marcona,F. Glom,many,Carp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R04,7H,Marcona,F. Glom,many,Carp,NA,0.339779833,1
Lab_19,0.011828808,0.0002,0.01542484,11.82880843,0.001319424,0.009444444,0.010666667,0.008,2418.777778,0.0003,0.001116172,1.38564064605507e-05,0.000708273,1.11617205,1.33244993194632e-05,0.00101835,0.000881917,0.002185813,134.386397,2.0784609690826e-05,0.000644422,7.99999999999979e-06,0.000408921,0.644422233,7.69290326890907e-06,0.000587945,0.000509175,0.00126198,77.58802249,1.19999999999997e-05,0.094360481,0.069282032,0.045917669,0.094360481,0.010098723,0.10782531,0.082679728,0.273226605,0.055559629,0.069282032,10.89374713,8,5.254339226,10.89374713,1.155843738,11.76470588,9.375,29.16666667,6.357664569,8,3,3,3,3,3,3,3,3,3,3,234,234,256,234,256,245,136,136,256,234,156,156,134,156,134,136,245,245,134,156,"E10, E11, E12, B11, B12",22.95,Mixed (2025-05-06; 2025-05-12; NA),6,R04,7H,Marcona,F. Glom,many,Gam/Tetra,NA,42.12577077,0.637343459,0.211722222,1.274686918,2.868940022,0.284612328,0.088381486,0.569224656,1.656383294,0.164321004,0.051027075,0.328642008,0.068104155,0.446560365,0.417440762,0.446560365,7.67215646,51.4247087,48.07137234,51.4247087,3,3,3,3,145,145,145,145,23,23,23,23,"D01, D02, G02, G03, G04",16.06,Mixed (2025-05-30; 2025-06-07),5,R04,7H,Marcona,F. Glom,many,Gam/Tetra,NA,0.9815,0.094,2,0.8875,104.4871374,1.165802654,2.331605307,0.064346717,0.015556349,1.414213562,0.079903066,1.982653643,0.103378508,0.206757016,0.0455,0.011,1,0.0565,1.401947836,0.073099644,0.146199288,0.065559569,0.165493076,0.707106781,0.090031624,0.018975098,0.088675821,0.088675821,4.635761589,11.70212766,50,6.366197183,1.341742027,6.270327463,6.270327463,2,2,2,2,2,2,2,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA,11.15,NA,2,R04,7H,Marcona,F. Glom,Gam/Tetra,No,0.297002478,0.004928464,0.00284545,0.016594015,1.78729546,3,123,NA,NA,NA,3,R04,7H,Marcona,F. Glom,Gam/Tetra,No,R04,7H,Marcona,F. Glom,many,Gam/Tetra,NA,0.565391655,1
Lab_20,0.058911836,0.000816,0.034866831,58.91183565,0.001106912,0.009555556,0.013111111,0.005222222,6107.666667,0.001224,0.019322329,6.34980314655504e-05,0.015806963,19.32232918,0.000163789,0.0003849,0.00019245,0.00019245,2999.184945,9.52470471983256e-05,0.011155752,3.66606055596469e-05,0.009126154,11.15575195,9.45635245222329e-05,0.000222222,0.000111111,0.000111111,1731.580235,5.49909083394703e-05,0.32798722,0.077816215,0.45335243,0.32798722,0.147969214,0.040280251,0.014678397,0.036852145,0.491052493,0.077816215,37.18181693,8.823529412,52.14465915,37.18181693,17.08590705,4.651162791,1.694915254,4.255319149,56.48092561,8.823529412,3,3,3,3,3,3,3,3,3,3,245,345,145,245,145,345,234,345,145,345,13,12,23,13,23,12,15,12,23,12,"E11, E12, F01, F02, F03",16,Mixed (2025-05-06; 2025-05-12),5,R01,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,27.11300608,0.265759977,0.096333333,0.531519953,2.457211664,0.004554151,0.001414214,0.009108302,1.737511031,0.003220271,0.001,0.006440542,0.090628522,0.017136331,0.014680418,0.017136331,6.408404237,1.211721551,1.038062284,1.211721551,2,2,2,2,23,23,23,23,1,1,1,1,"G05, G06, G07",10.03333333,6/7/2025,3,R01,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,0.623333333,0.085333333,2,0.538,79.51384246,0.7136199,1.427239801,0.10947298,0.050302419,1,0.128421182,17.73802103,0.166151198,0.332302396,0.063204254,0.029042115,0.577350269,0.074144004,10.24105122,0.095927439,0.191854878,0.175625101,0.58948147,0.5,0.238701082,0.223080919,0.232828706,0.232828706,18.98395722,64.0625,50,26.39405204,24.02652104,25.74472195,25.74472195,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,9,NA,3,R01,Powder Ilo,Ilo,C.Cham,Unknown,No,0.385201224,0.008633656,0.004984643,0.022413365,2.508059955,3,123,NA,NA,NA,3,R01,Powder Ilo,Ilo,C.Cham,Unknown,No,R01,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,NA,NA
Lab_21,0.13190191,0.000848,0.207278063,131.9019102,0.004860515,0.011111111,0.016777778,0.008444444,38820.66667,0.001272,0.006098027,1.38564064605512e-05,0.021957463,6.098026704,0.000625623,0.00019245,0.000693889,0.000509175,4166.169984,2.07846096908268e-05,0.003520697,8.00000000000012e-06,0.012677147,3.520697359,0.000361204,0.000111111,0.000400617,0.000293972,2405.339362,1.20000000000001e-05,0.046231527,0.016340102,0.105932403,0.046231527,0.128715354,0.017320508,0.041357603,0.060297049,0.107318352,0.016340102,5.191804833,1.886792453,12.1328251,5.191804833,14.74102489,2,4.635761589,6.578947368,12.29156291,1.886792453,3,3,3,3,3,3,3,3,3,3,123,234,123,123,123,136,126,125,123,234,456,156,456,456,456,245,345,346,456,156,"F02, F03, F04, F05, F06",16.85,Mixed (2025-05-06; 2025-05-12),6,R02,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,30.21804466,0.246438351,0.090333333,0.492876702,1.342331497,0.036433206,0.011313708,0.072866413,0.949171704,0.025762167,0.008,0.051524335,0.044421521,0.147839028,0.125244006,0.147839028,3.141075852,10.45379795,8.856088561,10.45379795,2,2,2,2,13,23,23,23,2,1,1,1,"G08, G09, G10",10.13333333,6/7/2025,3,R02,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,0.685333333,0.082,2,0.603333333,70.90114992,0.798148102,1.596296205,0.045785733,0.066053009,1,0.111697508,7.055522036,0.144514125,0.289028251,0.026434405,0.038135723,0.577350269,0.064488586,4.073507547,0.083435269,0.166870538,0.066807976,0.8055245,0.5,0.185133991,0.099512096,0.181061792,0.181061792,7.63618677,90.24390244,50,20.93922652,11.3675841,20.47864812,20.47864812,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,11.2,NA,3,R02,Powder Ilo,Ilo,C.Cham,Unknown,No,0.369256637,0.004815454,0.002780204,0.013040941,1.493057402,3,123,NA,NA,NA,3,R02,Powder Ilo,Ilo,C.Cham,Unknown,No,R02,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,NA,NA
