join_id,PE_mg_per_g_sample_mean,PE_mg_per_mL_mean,PE_pred_run2_mg_per_g_mean,PE_scaled_mean,PE_se_run2_mean,X455_mean,X564_mean,X592_mean,Xred_mean,total_PE_mg_mean,PE_mg_per_g_sample_sd,PE_mg_per_mL_sd,PE_pred_run2_mg_per_g_sd,PE_scaled_sd,PE_se_run2_sd,X455_sd,X564_sd,X592_sd,Xred_sd,total_PE_mg_sd,PE_mg_per_g_sample_se,PE_mg_per_mL_se,PE_pred_run2_mg_per_g_se,PE_scaled_se,PE_se_run2_se,X455_se,X564_se,X592_se,Xred_se,total_PE_mg_se,PE_mg_per_g_sample_cv,PE_mg_per_mL_cv,PE_pred_run2_mg_per_g_cv,PE_scaled_cv,PE_se_run2_cv,X455_cv,X564_cv,X592_cv,Xred_cv,total_PE_mg_cv,PE_mg_per_g_sample_max_dev_pct,PE_mg_per_mL_max_dev_pct,PE_pred_run2_mg_per_g_max_dev_pct,PE_scaled_max_dev_pct,PE_se_run2_max_dev_pct,X455_max_dev_pct,X564_max_dev_pct,X592_max_dev_pct,Xred_max_dev_pct,total_PE_mg_max_dev_pct,PE_mg_per_g_sample_n,PE_mg_per_mL_n,PE_pred_run2_mg_per_g_n,PE_scaled_n,PE_se_run2_n,X455_n,X564_n,X592_n,Xred_n,total_PE_mg_n,PE_mg_per_g_sample_included_rows,PE_mg_per_mL_included_rows,PE_pred_run2_mg_per_g_included_rows,PE_scaled_included_rows,PE_se_run2_included_rows,X455_included_rows,X564_included_rows,X592_included_rows,Xred_included_rows,total_PE_mg_included_rows,PE_mg_per_g_sample_excluded_rows,PE_mg_per_mL_excluded_rows,PE_pred_run2_mg_per_g_excluded_rows,PE_scaled_excluded_rows,PE_se_run2_excluded_rows,X455_excluded_rows,X564_excluded_rows,X592_excluded_rows,Xred_excluded_rows,total_PE_mg_excluded_rows,join_ids.pe,avg_sample_weight.pe,replicate_date.pe,replicate_count.pe,Sample Code.pe,Location.pe,region.pe,variety.pe,Ind_ID.pe,Life_S.pe,Large Ind?.pe,Protein_mg_per_g_mean,Protein_mg_total_mean,X600_mean,con_mg_per_ml_mean.pr,Protein_mg_per_g_sd,Protein_mg_total_sd,X600_sd,con_mg_per_ml_sd.pr,Protein_mg_per_g_se,Protein_mg_total_se,X600_se,con_mg_per_ml_se.pr,Protein_mg_per_g_cv,Protein_mg_total_cv,X600_cv,con_mg_per_ml_cv.pr,Protein_mg_per_g_max_dev_pct,Protein_mg_total_max_dev_pct,X600_max_dev_pct,con_mg_per_ml_max_dev_pct.pr,Protein_mg_per_g_n,Protein_mg_total_n,X600_n,con_mg_per_ml_n.pr,Protein_mg_per_g_included_rows,Protein_mg_total_included_rows,X600_included_rows,con_mg_per_ml_included_rows.pr,Protein_mg_per_g_excluded_rows,Protein_mg_total_excluded_rows,X600_excluded_rows,con_mg_per_ml_excluded_rows.pr,join_ids.pr,avg_sample_weight.pr,replicate_date.pr,replicate_count.pr,Sample Code.pr,Location.pr,region.pr,variety.pr,Ind_ID.pr,Life_S.pr,Large Ind?.pr,490_mean,750_mean,Rep_mean,absorbance_mean,carb_mg_per_g_mean,carb_mg_total_mean,con_mg_per_ml_mean.carb,490_sd,750_sd,Rep_sd,absorbance_sd,carb_mg_per_g_sd,carb_mg_total_sd,con_mg_per_ml_sd.carb,490_se,750_se,Rep_se,absorbance_se,carb_mg_per_g_se,carb_mg_total_se,con_mg_per_ml_se.carb,490_cv,750_cv,Rep_cv,absorbance_cv,carb_mg_per_g_cv,carb_mg_total_cv,con_mg_per_ml_cv.carb,490_max_dev_pct,750_max_dev_pct,Rep_max_dev_pct,absorbance_max_dev_pct,carb_mg_per_g_max_dev_pct,carb_mg_total_max_dev_pct,con_mg_per_ml_max_dev_pct.carb,490_n,750_n,Rep_n,absorbance_n,carb_mg_per_g_n,carb_mg_total_n,con_mg_per_ml_n.carb,490_included_rows,750_included_rows,Rep_included_rows,absorbance_included_rows,carb_mg_per_g_included_rows,carb_mg_total_included_rows,con_mg_per_ml_included_rows.carb,490_excluded_rows,750_excluded_rows,Rep_excluded_rows,absorbance_excluded_rows,carb_mg_per_g_excluded_rows,carb_mg_total_excluded_rows,con_mg_per_ml_excluded_rows.carb,avg_sample_weight.carb,replicate_date.carb,replicate_count.carb,Sample Code.carb,Location.carb,region.carb,variety.carb,Life_S.carb,Large Ind?.carb,ash_per_mean,ash_per_sd,ash_per_se,ash_per_cv,ash_per_max_dev_pct,ash_per_n,ash_per_included_rows,ash_per_excluded_rows,avg_sample_weight.ash,replicate_date.ash,replicate_count.ash,Sample Code.ash,Location.ash,region.ash,variety.ash,Life_S.ash,Large Ind?.ash,Sample Code,Location,region,variety,Ind_ID,Life_S,Large Ind?,car_per,t_rep_number
Lab_22,0.112733391,0.00076,0.198425515,112.7333906,0.001053984,0.010111111,0.010777778,0.005555556,37141,0.00114,0.023576122,1.38564064605517e-05,0.011930208,23.57612175,5.64232511326888e-05,0.00019245,0.0003849,0.000693889,2263.616354,2.07846096908275e-05,0.01361168,8.00000000000038e-06,0.006887909,13.61168024,3.25759792300117e-05,0.000111111,0.000222222,0.000400617,1306.899512,1.20000000000006e-05,0.209131666,0.018232114,0.060124363,0.209131666,0.053533304,0.019033525,0.035712388,0.12489996,0.060946565,0.018232114,23.07799779,2.105263158,6.15688577,23.07799779,6.124662367,2.197802198,4.12371134,14,6.241081285,2.105263158,3,3,3,3,3,3,3,3,3,3,123,156,123,123,456,236,124,246,123,156,456,234,456,456,123,145,356,135,456,234,"F05, F06, F07, F08, F09",17.03333333,Mixed (2025-05-06; 2025-05-12),6,R03,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,27.67381636,0.301182957,0.107333333,0.602365913,8.693162635,0.100191318,0.031112698,0.200382635,6.146994249,0.07084596,0.022,0.14169192,0.314129519,0.33265932,0.289869861,0.33265932,22.21231134,23.5225661,20.49689441,23.5225661,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"G11, H01",10.85,6/7/2025,2,R03,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,0.503333333,0.023333333,2,0.48,70.26239684,0.638579558,1.277159116,0.03801754,0.02212088,1,0.031432467,5.34716201,0.040667295,0.08133459,0.021949437,0.012771496,0.577350269,0.018147543,3.087185426,0.023479274,0.046958547,0.075531536,0.948037716,0.5,0.065484307,0.076102756,0.063683991,0.063683991,7.682119205,100,50,7.5,8.542408027,7.293807595,7.293807595,3,3,3,3,3,3,3,123,123,123,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,9.133333333,NA,3,R03,Powder Ilo,Ilo,C.Cham,Unknown,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R03,Powder Ilo,Ilo,C.Cham,Unknown,No,R03,Powder Ilo,Ilo,C.Cham,many,Unknown,NA,0.644241302,1
Lab_23,0.064233946,0.001072,0.073593288,64.23394552,0.001092015,0.005888889,0.009777778,-0.001111111,13455.55556,0.001608,0.010071747,0.000132182,0.007247652,10.0717474,9.26001145337118e-05,0.001071517,0.003097191,0.003976784,1375.15657,0.000198273,0.005814926,7.63151361133556e-05,0.004184434,5.81492607,5.34627010530287e-05,0.00061864,0.001788164,0.002295998,793.947016,0.000114473,0.156797894,0.123303818,0.098482513,0.156797894,0.084797499,0.181955675,0.316758179,-3.579106034,0.10219991,0.123303818,17.14351505,14.17910448,10.0731167,17.14351505,9.326983987,20.75471698,36.36363636,-110,10.45334434,14.17910448,3,3,3,3,3,3,3,3,3,3,235,235,235,235,134,145,135,345,235,235,14,14,14,14,25,23,24,12,14,14,"F10, F11, F12, C01, C02",24.56,Mixed (2025-05-12; NA),5,R01,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,45.7817997,1.124498886,0.363,2.248997773,3.143534861,0.093360091,0.028991378,0.186720183,2.222814817,0.066015554,0.0205,0.132031107,0.068663418,0.083023729,0.079866055,0.083023729,4.855236866,5.870664212,5.64738292,5.870664212,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"D03, D04",24.55,5/30/2025,2,R01,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R01,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA
Lab_24,0.048519058,0.000824,0.058791022,48.51905798,0.001341232,0.005777778,0.008,-0.000333333,10647,0.001236,0.018048196,0.000313228,0.020129726,18.04819612,0.000132795,0.001710534,0.002309401,0.001527525,3819.378353,0.000469843,0.010420131,0.000180842,0.011621903,10.42013089,7.6669484324539e-05,0.000987577,0.001333333,0.000881917,2205.11912,0.000271264,0.371981586,0.380131494,0.342394558,0.371981586,0.099010078,0.296053929,0.288675135,-4.582575695,0.358728126,0.380131494,40.91801421,42.7184466,39.03216093,40.91801421,10.77992145,32.69230769,33.33333333,-100,40.89414859,42.7184466,3,3,3,3,3,3,3,3,3,3,123,123,123,123,245,235,123,123,123,123,45,45,45,45,13,14,45,45,45,45,"G01, G02, G03, C03, C04",25.12,Mixed (2025-05-12; NA),5,R02,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,36.07278256,0.929672496,0.3025,1.859344993,1.292454503,0.022770754,0.007071068,0.045541508,0.913903343,0.016101355,0.005,0.032202709,0.035829077,0.024493307,0.023375431,0.024493307,2.533498329,1.731938357,1.652892562,1.731938357,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"D05, D06",25.8,5/30/2025,2,R02,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R02,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA
Lab_25,0.011101929,0.000184,0.012365068,11.10192856,0.001378584,0.007666667,0.005333333,-0.000555556,1838.222222,0.000276,0.005238402,7.33212111192927e-05,0.0012524,5.238402099,2.49186994396229e-05,0.002516611,0.003605551,0.00510265,237.628172,0.000109982,0.003024393,4.2332020977033e-05,0.000723074,3.024392862,1.43868178293217e-05,0.001452966,0.002081666,0.002946016,137.1946891,6.34980314655495e-05,0.471846137,0.398484843,0.10128534,0.471846137,0.018075582,0.328253671,0.676040864,-9.184770003,0.129270645,0.398484843,53.08788978,43.47826087,11.10577837,53.08788978,1.985169549,34.7826087,75,-340,14.17432302,43.47826087,3,3,3,3,3,3,3,3,3,3,134,134,134,134,134,123,123,234,134,134,2,2,2,2,2,4,4,1,2,2,"G04, G05, G06, C05",25.45,Mixed (2025-05-12; NA),4,R03,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,45.59916924,1.167972544,0.3765,2.335945087,7.021360078,0.100191318,0.031112698,0.200382635,4.964851324,0.07084596,0.022,0.14169192,0.15398,0.085782254,0.082636649,0.085782254,10.88803021,6.065721359,5.843293493,6.065721359,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"D07, D08",25.75,5/30/2025,2,R03,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R03,Ilo mariculture,Ilo,C.Cham,many,Gam/Tetra,Yes,NA,NA
Lab_26,0.08805873,0.00152,0.113495634,88.0587295,0.00156736,0.010333333,0.014444444,-0.000111111,21026.55556,0.00228,0.020120226,0.000384999,0.030057493,20.12022624,0.00050701,0.002645751,0.005419444,0.006466438,5703.055169,0.000577498,0.011616418,0.000222279,0.017353702,11.61641803,0.000292723,0.001527525,0.003128917,0.003733399,3292.660437,0.000333419,0.228486447,0.253288619,0.264833915,0.228486447,0.323480478,0.256040449,0.375192258,-58.19793811,0.27123107,0.253288619,22.95280355,26.31578947,29.43860508,22.95280355,34.4011867,29.03225806,40.76923077,-2900,30.14970487,26.31578947,3,3,3,3,3,3,3,3,3,3,135,135,135,135,145,123,135,245,135,135,24,24,24,24,23,45,24,13,24,24,"G07, G08, G09, C07, C08",25.3,Mixed (2025-05-12; NA),5,NA,NA,NA,NA,NA,NA,NA,35.96267722,0.947383986,0.308,1.894767973,6.577745739,0.170780655,0.053033009,0.34156131,4.651168617,0.120760159,0.0375,0.241520318,0.182904785,0.180265507,0.172185093,0.180265507,12.93332137,12.74669626,12.17532468,12.74669626,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"D09, D10",26.35,5/30/2025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lab_35,0.022377506,0.000368,0.034340375,22.37750646,0.001070958,0.029,0.023,0.010666667,6007.777778,0.000552,0.007639601,0.000138564,0.008265169,7.639601195,5.34210221684088e-05,0.001527525,0.005131601,0.001527525,1568.218534,0.000207846,0.004410726,7.99999999999996e-05,0.004771898,4.410725806,3.08426415293158e-05,0.000881917,0.002962731,0.000881917,905.4113928,0.00012,0.341396447,0.376532784,0.240683728,0.341396447,0.049881529,0.052673284,0.223113106,0.14320549,0.261031382,0.376532784,39.34127301,43.47826087,27.46024653,39.34127301,5.540371423,5.747126437,24.63768116,15.625,29.78176438,43.47826087,3,3,3,3,3,3,3,3,3,3,145,145,145,145,145,123,123,123,145,145,23,23,23,23,23,45,45,45,23,23,"G10, G11, G12, C09, C10",24.78,Mixed (2025-05-12; NA),5,Carp 01,Mendieta,Paracas,C.Cham,NA,Carp,No,37.85569561,0.913571142,0.2975,1.827142283,9.294263885,0.159395278,0.049497475,0.318790556,6.572037019,0.112709482,0.035,0.225418964,0.245518243,0.174474949,0.166378066,0.174474949,17.36076148,12.33724192,11.76470588,12.33724192,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"D11, D12",24.35,5/30/2025,2,Carp 01,Mendieta,Paracas,C.Cham,NA,Carp,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carp 01,Mendieta,Paracas,C.Cham,NA,Carp,No,NA,NA
Lab_36,0.028137322,0.000472,0.027791,28.13732179,0.001123214,0.035777778,0.025111111,0.018111111,4765.111111,0.000708,0.004759069,9.99199679743737e-05,0.002167687,4.75906854,2.6575309648413e-05,0.008180827,0.008802357,0.009263629,411.2929928,0.00014988,0.00274765,5.76888204074234e-05,0.001251514,2.747649503,1.53432621793089e-05,0.004723203,0.005082043,0.005348358,237.4601201,8.65332306111351e-05,0.169137225,0.211694847,0.077999589,0.169137225,0.023660053,0.228656648,0.350536324,0.511488696,0.086313411,0.211694847,19.36305878,23.72881356,8.968093159,19.36305878,2.718063906,23.60248447,38.05309735,58.28220859,9.923984517,23.72881356,3,3,3,3,3,3,3,3,3,3,145,145,245,145,245,124,124,124,245,145,23,23,13,23,13,35,35,35,13,23,"H01, H02, H03, C11, C12",25.04,Mixed (2025-05-12; NA),5,R05,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,34.41629131,0.903910329,0.2945,1.807820658,1.050177886,0.05920396,0.018384776,0.118407921,0.742587905,0.041863522,0.013,0.083727044,0.030513976,0.065497604,0.062427084,0.065497604,2.157663934,4.631379962,4.41426146,4.631379962,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E01, E02",26.25,5/30/2025,2,R05,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R05,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,NA,NA
Lab_37,0.203236978,0.003472,0.220206402,203.2369783,0.005229521,0.057444444,0.066111111,0.032111111,41273.66667,0.005208,0.022934011,0.000450493,0.018283651,22.93401141,0.000524063,0.009203462,0.007313103,0.003532914,3469.107426,0.00067574,0.013240958,0.000260092,0.010556071,13.24095766,0.000302568,0.005313621,0.004222222,0.002039729,2002.890106,0.000390138,0.112843694,0.129750306,0.083029608,0.112843694,0.100212446,0.160214997,0.110618371,0.110021544,0.084051351,0.129750306,11.43344018,14.05529954,9.536102376,11.43344018,11.50999627,17.60154739,12.43697479,11.76470588,9.653451353,14.05529954,3,3,3,3,3,3,3,3,3,3,125,125,123,125,123,125,125,125,123,125,34,34,45,34,45,34,34,34,45,34,"H04, H05, H06, D01, D02",25.32,Mixed (2025-05-12; NA),5,R01,Mendieta,Paracas,C.Cham,NA,Carp,NA,43.02142239,1.090686042,0.3525,2.181372084,0.11434761,0.072866413,0.022627417,0.145732826,0.08085597,0.051524335,0.016,0.103048669,0.002657923,0.066807871,0.064191254,0.066807871,0.187943507,4.724029887,4.539007092,4.724029887,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E03, E04",25.35,5/30/2025,2,R01,Mendieta,Paracas,C.Cham,NA,Carp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R01,Mendieta,Paracas,C.Cham,NA,Carp,NA,NA,NA
Lab_38,0.013449684,0.000368,0.015305962,13.44968417,0.001321624,0.024555556,0.015555556,-0.000555556,2396.222222,0.000552,0.000885992,0.000110851,0.000505772,0.885991561,9.52921498000017e-06,0.001575272,0.003288589,0.003976784,95.96430664,0.000166277,0.000511527,6.40000000000004e-05,0.000292008,0.511527466,5.50169483386891e-06,0.000909484,0.001898667,0.002295998,55.40501827,9.60000000000006e-05,0.065874525,0.301226227,0.033044126,0.065874525,0.007210232,0.064151343,0.211409266,-7.158212067,0.040048167,0.301226227,7.34698079,34.7826087,3.806844296,7.34698079,0.830687069,7.239819005,24.28571429,-320,4.613743856,34.7826087,3,3,3,3,3,3,3,3,3,3,146,245,256,146,256,234,234,167,256,245,2357,1367,1347,2357,1347,1567,1567,2345,1347,1367,"F09, F10, H07, H08, H09, D03, D04",20.72857143,Mixed (2025-05-06; 2025-05-12; NA),7,R03,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,28.55857212,0.723575158,0.2385,1.447150316,4.241705631,0.159395278,0.049497475,0.318790556,2.999338815,0.112709482,0.035,0.225418964,0.14852653,0.220288489,0.207536581,0.220288489,10.50241168,15.57674841,14.67505241,15.57674841,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E05, E06",25.2,5/30/2025,2,R03,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R03,Mendieta,Paracas,C.Cham,NA,Gam/Tetra,NA,NA,NA
Lab_39,0.063230256,0.00124,0.069648086,63.23025623,0.001024468,0.022333333,0.058333333,0.028888889,12707,0.00186,0.003119645,0.000222998,0.002946758,3.119645368,2.88006514328072e-06,0.006027714,0.016703293,0.008180827,559.1126899,0.000334497,0.001801128,0.000128748,0.001701312,1.801128093,1.66280638575678e-06,0.003480102,0.009643651,0.004723203,322.803862,0.000193122,0.049337857,0.179836901,0.042309252,0.049337857,0.00281128,0.269897632,0.286342167,0.283182464,0.044000369,0.179836901,5.674380909,20,4.404118328,5.674380909,0.323818534,28.35820896,30.85714286,29.23076923,4.580152672,20,3,3,3,3,3,3,3,3,3,3,156,456,456,156,123,123,456,145,456,456,234,123,123,234,456,456,123,236,123,123,"F11, F12, G01, H10, H11, H12",17.93333333,Mixed (2025-05-06; 2025-05-12),6,R04,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,48.72481543,1.240428639,0.399,2.480857279,9.908108756,0.302851028,0.094045202,0.605702056,7.00609089,0.214148016,0.0665,0.428296031,0.203348308,0.244150303,0.23570226,0.244150303,14.37889673,17.26403348,16.66666667,17.26403348,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E07, E08",25.35,5/30/2025,2,R04,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R04,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,NA,NA
Lab_40,0.030128483,0.00052,0.047514081,30.12848285,0.001036357,0.025111111,0.018333333,0.01,8507.333333,0.00078,0.006785964,0.000123158,0.008798111,6.785963789,3.71604780874721e-05,0.005398902,0.004582576,0.003464102,1669.337893,0.000184738,0.003917878,7.11055553385248e-05,0.005079592,3.91787802,2.14546120270172e-05,0.003117058,0.002645751,0.002,963.7926817,0.000106658,0.225234169,0.236843143,0.185168495,0.225234169,0.035856828,0.215000542,0.249958674,0.346410162,0.196223402,0.236843143,22.71903566,26.15384615,20.66501384,22.71903566,4.122017907,24.77876106,27.27272727,40,21.89875402,26.15384615,3,3,3,3,3,3,3,3,3,3,123,123,123,123,123,125,123,123,123,123,45,45,45,45,45,34,45,45,45,45,"A01, A02, A03, D05, D06",25.42,Mixed (2025-05-15; NA),5,R03,Mendieta,Paracas,F. Glom,NA,Carp,NA,47.26589511,1.259750265,0.405,2.519500529,1.076310368,0.038710282,0.012020815,0.077420564,0.76106636,0.027372303,0.0085,0.054744605,0.022771395,0.030728536,0.029681025,0.030728536,1.610180782,2.172835642,2.098765432,2.172835642,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E09, E10",26.65,5/30/2025,2,R03,Mendieta,Paracas,F. Glom,NA,Carp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R03,Mendieta,Paracas,F. Glom,NA,Carp,NA,NA,NA
Lab_41,0.091988693,0.001552,0.114522194,91.98869302,0.002282711,0.031666667,0.028333333,0.011333333,21221.33333,0.002328,0.006592701,0.000132182,0.006260023,6.592700708,0.000163741,0.013576941,0.006,0.004041452,1187.765549,0.000198273,0.003806298,7.63151361133559e-05,0.003614226,3.806297529,9.45361282474845e-05,0.007838651,0.003464102,0.002333333,685.7567596,0.000114473,0.071668599,0.085168617,0.054662092,0.071668599,0.071731098,0.428745513,0.211764706,0.356598696,0.055970354,0.085168617,7.520007898,8.762886598,5.531717441,7.520007898,7.27925542,49.47368421,21.17647059,38.23529412,5.664111586,8.762886598,3,3,3,3,3,3,3,3,3,3,234,234,234,234,234,234,234,234,234,234,1,1,1,1,1,1,1,1,1,1,"G06, A04, A05, A06",21.625,Mixed (2025-05-06; 2025-05-15),4,R05,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,44.2785972,1.114838074,0.36,2.229676147,8.695906474,0.120684996,0.037476659,0.241369992,6.148934436,0.085337179,0.0265,0.170674358,0.19639074,0.108253386,0.104101832,0.108253386,13.88692241,7.654670321,7.361111111,7.654670321,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"E11, E12",25.4,5/30/2025,2,R05,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R05,Mendieta,Paracas,F. Glom,NA,Gam/Tetra,NA,NA,NA
