"diff","lwr","upr","p adj","comparison"
-0.0473201656320579,-0.431875070455521,0.337234739191405,0.999999330844593,"Ilo oven dry-Lima Market Freeze Dry"
0.18148543865349,-0.090435942285728,0.453406819592708,0.491835464019464,"Ilo Fresh-Lima Market Freeze Dry"
1.15769788376106,0.885776502821842,1.42961926470028,2.41695552460897e-13,"Lima Market Fresh-Lima Market Freeze Dry"
0.0303688171126218,-0.241552563826596,0.30229019805184,0.999999759942998,"Ilo Freeze Dry-Lima Market Oven Dry"
-0.0199477018231993,-0.404502606646662,0.364607203000264,0.999999999939357,"Ilo oven dry-Lima Market Oven Dry"
0.208857902462349,-0.0630634784768694,0.480779283401567,0.285952578842442,"Ilo Fresh-Lima Market Oven Dry"
1.18507034756992,0.913148966630701,1.45699172850914,2.41029418646121e-13,"Lima Market Fresh-Lima Market Oven Dry"
-0.0503165189358211,-0.434871423759284,0.334238385887642,0.99999872475289,"Ilo oven dry-Ilo Freeze Dry"
0.178489085349727,-0.0934322955894912,0.450410466288945,0.517009780147266,"Ilo Fresh-Ilo Freeze Dry"
1.1547015304573,0.882780149518079,1.42662291139651,2.41917597065822e-13,"Lima Market Fresh-Ilo Freeze Dry"
0.228805604285548,-0.155749300537915,0.613360509109011,0.658613320331192,"Ilo Fresh-Ilo oven dry"
1.20501804939312,0.820463144569655,1.58957295421658,3.23496784915278e-12,"Lima Market Fresh-Ilo oven dry"
0.97621244510757,0.704291064168352,1.24813382604679,2.90101276334553e-13,"Lima Market Fresh-Ilo Fresh"
