Location,n,mean,sd,median,IQR
Mendieta,5,0.05916436477440884,0.08087872666877334,0.0287192614118269,0.007750976397288702
Caro Caido,2,0.0265771491416283,0.011776055960174147,0.0265771491416283,0.0083269290250714
7H,5,0.03146190649450355,0.030133964409228147,0.0230449790794979,0.009241770516640498
