"Location","n","mean","sd","median","IQR"
"Mendieta",11,35.2058322483738,7.26426842337114,34.41629130836,6.67425752783605
"Concession",6,33.9225567976639,8.76681805630955,33.7711887732274,3.14249113366112
"Caro Caido",4,34.672782868264,7.57067574740129,35.2619710876974,11.380634763139
"7H",3,36.9709515230184,14.4723195697531,42.1257707711724,13.7665868180244
"Ilo mariculture",3,42.4845838329286,5.55353357598459,45.5991692386615,4.85450857372659
