comparison,diff,lwr,upr,p adj
Concession-Mendieta,0.0386639475793234,-0.0654969068328669,0.1428248019915137,0.6773298659951207
7H-Mendieta,0.024720559288908706,-0.05762582645402138,0.10706694503183879,0.7958684048521962
Powder Ilo-Mendieta,0.11433178311274067,0.010170928700550377,0.21849263752493098,0.03108005289834126
7H-Concession,-0.013943388290414693,-0.1244226580239814,0.09653588144315202,0.9793509527927882
Powder Ilo-Concession,0.07566783553341727,-0.05190263670767875,0.2032383077745133,0.3218084697276502
Powder Ilo-7H,0.08961122382383196,-0.020868045909734748,0.20009049355739866,0.12363157119757617
