Location,n,mean,sd,median,IQR
Mendieta,5,0.2625300000149141,0.04564501774199806,0.2485006187209852,0.0570082562960067
Concession,2,0.3015610949657246,0.03621905877227561,0.3015610949657246,0.025610742066070225
7H,3,0.3048100552181109,0.04507693083723406,0.29700247792067125,0.044566927157514036
