Location,n,mean,sd,median,IQR
Mendieta,6,0.2628971473864012,0.04083604901172731,0.25661675148241103,0.046814258602718206
Concession,2,0.3015610949657245,0.03621905877227605,0.3015610949657245,0.025610742066070502
7H,4,0.28761770667531,0.0503679182562849,0.280574697314994,0.05395169840287506
Powder Ilo,2,0.37722893049914197,0.011274526118902778,0.37722893049914197,0.00797229387334103
