comparison,diff,lwr,upr,p adj
Concession-Mendieta,0.03866394757932329,-0.06549690683286714,0.1428248019915137,0.6773298659951235
7H-Mendieta,0.024720559288908817,-0.05762582645402137,0.107066945031839,0.7958684048521948
Powder Ilo-Mendieta,0.11433178311274078,0.01017092870055035,0.2184926375249312,0.03108005289834126
7H-Concession,-0.013943388290414471,-0.12442265802398134,0.0965358814431524,0.9793509527927893
Powder Ilo-Concession,0.0756678355334175,-0.051902636707678695,0.20323830777451368,0.32180846972764876
Powder Ilo-7H,0.08961122382383196,-0.0208680459097349,0.20009049355739883,0.12363157119757684
