"join_id","Xred"
"A03",462.666666666667
"A04",826.666666666667
"C06",1211.66666666667
"D11",997.666666666667
"D12",1036.66666666667
"G08",-0.333333333333334
"G09",0.666666666666666
"G10",0.666666666666666
"G11",0.666666666666666
"G12",1.66666666666667
"H01",-2.33333333333333
"H02",0.666666666666666
"H03",-0.333333333333334
"H04",-1.33333333333333
"H05",0.666666666666666
"H06",0.666666666666666
"H07",0.666666666666666
"H08",-0.333333333333334
"H09",-1.33333333333333
"H10",0.666666666666666
"H11",-0.333333333333334
"H12",-1.33333333333333
