"join_id","X564","X592","X455","X565","ID","sample weight","Tray well","date","PE_mg_per_mL","total_PE_mg","PE_mg_per_g_sample"
"C11",0.0193333333333333,0.0123333333333333,0.0233333333333333,0.0196666666666667,"Lab_11",24.8,"C3",2025-05-06,0.000576,0.000864,0.0348387096774193
"C12",0.0753333333333333,0.0643333333333333,0.0963333333333334,0.0756666666666667,"Lab_11",23,"C4",2025-05-06,0.000552,0.000828000000000001,0.036
"D01",0.00533333333333333,0.00233333333333334,0.0113333333333333,0.00566666666666667,"Lab_12",25.4,"C5",2025-05-06,0.000143999999999999,0.000215999999999998,0.00850393700787394
"D02",0.0113333333333333,0.00533333333333334,0.0203333333333333,0.0116666666666667,"Lab_12",23.3,"C6",2025-05-06,0.00036,0.00054,0.023175965665236
"D03",0.0113333333333333,0.00933333333333334,0.0123333333333333,0.00566666666666667,"Lab_12",24.6,"C7",2025-05-06,0.000167999999999999,0.000251999999999999,0.0102439024390244
"D04",0.00833333333333333,0.00333333333333333,0.00633333333333334,0.00866666666666667,"Lab_13",24.5,"C8",2025-05-06,0.000528,0.000791999999999999,0.0323265306122449
"D05",0.00733333333333333,0.00233333333333334,0.00933333333333333,0.00766666666666667,"Lab_13",26.2,"C9",2025-05-06,0.000431999999999999,0.000647999999999999,0.0247328244274809
"D06",0.0173333333333333,0.00633333333333334,0.0163333333333333,0.0176666666666667,"Lab_13",26.6,"C10",2025-05-06,0.00108,0.00162,0.0609022556390977
"D07",0.00533333333333333,0.00233333333333334,0.00633333333333334,0.00566666666666667,"Lab_14",23,"C11",2025-05-06,0.000263999999999999,0.000395999999999998,0.0172173913043477
"D08",0.00633333333333333,0.00233333333333334,0.00933333333333333,0.00666666666666667,"Lab_14",25.5,"C12",2025-05-06,0.000311999999999999,0.000467999999999998,0.0183529411764705
"D09",0.00733333333333333,0.00333333333333333,0.0103333333333333,0.00766666666666667,"Lab_14",24.4,"C13",2025-05-06,0.000312,0.000467999999999999,0.0191803278688524
"D10",0.0103333333333333,0.00533333333333334,0.0193333333333333,0.0106666666666667,"Lab_15",23.5,"C14",2025-05-06,0.000264,0.000396,0.0168510638297872
"D11",0.0153333333333333,0.00733333333333334,0.0193333333333333,0.0156666666666667,"Lab_15",24.2,"C15",2025-05-06,0.000671999999999999,0.001008,0.0416528925619834
"D12",0.00833333333333333,0.00333333333333333,0.00933333333333333,0.00866666666666667,"Lab_15",27,"C16",2025-05-06,0.000456,0.000683999999999999,0.0253333333333333
"E01",0.00333333333333333,0.00133333333333334,0.00833333333333333,0.00366666666666667,"Lab_16",25.5,"D1",2025-05-06,7.19999999999996e-05,0.000107999999999999,0.00423529411764703
"E02",0.00633333333333333,0.00233333333333334,0.00733333333333334,0.00566666666666667,"Lab_16",25,"D2",2025-05-12,0.000359999999999999,0.000539999999999998,0.0215999999999999
"E03",0.00833333333333333,0.00533333333333334,0.0163333333333333,0.00866666666666667,"Lab_16",24.8,"D3",2025-05-12,9.59999999999996e-05,0.000143999999999999,0.0058064516129032
"E05",0.00933333333333333,0.00433333333333333,0.0203333333333333,0.00966666666666667,"Lab_17",24,"D5",2025-05-12,0.000216,0.000324,0.0135
"E06",0.0113333333333333,0.00833333333333334,0.0213333333333333,0.0106666666666667,"Lab_17",26,"D6",2025-05-12,4.79999999999995e-05,7.19999999999993e-05,0.00276923076923074
"E07",0.00633333333333333,0.00333333333333333,0.0133333333333333,0.00666666666666667,"Lab_18",26.8,"D7",2025-05-12,0.000119999999999999,0.000179999999999999,0.00671641791044773
"E08",0.00633333333333333,0.00233333333333334,0.0123333333333333,0.00666666666666667,"Lab_18",23.8,"D8",2025-05-12,0.000239999999999999,0.000359999999999998,0.015126050420168
"E09",0.0213333333333333,0.0193333333333333,0.0233333333333333,0.0226666666666667,"Lab_18",27,"D9",2025-05-12,0.000143999999999999,0.000215999999999999,0.00799999999999996
"E10",0.00533333333333333,0.00233333333333334,0.00833333333333333,0.00566666666666667,"Lab_19",24.7,"D10",2025-05-12,0.000215999999999999,0.000323999999999998,0.0131174089068825
"E11",0.0113333333333333,0.00833333333333334,0.0153333333333333,0.0116666666666667,"Lab_19",25.7,"D11",2025-05-12,0.000191999999999999,0.000287999999999999,0.0112062256809338
"E12",0.00633333333333333,0.00333333333333333,0.0103333333333333,0.00666666666666667,"Lab_19",25.8,"D12",2025-05-12,0.000191999999999999,0.000287999999999999,0.0111627906976744
"F02",0.0133333333333333,0.00533333333333334,0.00933333333333333,0.0136666666666667,"Lab_20",25.1,"D14",2025-05-12,0.000863999999999999,0.001296,0.0516334661354581
"F03",0.0123333333333333,0.00533333333333334,0.00933333333333333,0.0126666666666667,"Lab_20",25.2,"D15",2025-05-12,0.000743999999999999,0.001116,0.0442857142857142
"F04",0.00933333333333333,0.00133333333333334,0.00633333333333334,0.00966666666666667,"Lab_21",23,"D16",2025-05-12,0.000839999999999999,0.00126,0.0547826086956521
"F05",0.0233333333333333,0.00833333333333334,0.0143333333333333,0.0206666666666667,"Lab_21",24.8,"E1",2025-05-12,0.001656,0.002484,0.100161290322581
"F06",0.0173333333333333,0.00733333333333334,0.0113333333333333,0.0176666666666667,"Lab_21",23.8,"E2",2025-05-12,0.001104,0.001656,0.0695798319327731
"F07",0.0103333333333333,0.00533333333333334,0.00933333333333333,0.0106666666666667,"Lab_22",24.5,"E3",2025-05-12,0.000504,0.000756,0.0308571428571428
"F08",0.0103333333333333,0.00333333333333333,0.00633333333333334,0.0106666666666667,"Lab_22",23.5,"E4",2025-05-12,0.000768,0.001152,0.0490212765957447
"F09",0.0133333333333333,0.00633333333333334,0.0103333333333333,0.0136666666666667,"Lab_22",24.1,"E5",2025-05-12,0.000743999999999999,0.001116,0.0463070539419087
"F10",0.00833333333333333,0.00233333333333334,0.00633333333333334,0.00866666666666667,"Lab_23",24,"E6",2025-05-12,0.000623999999999999,0.000935999999999998,0.0389999999999999
"F11",0.0193333333333333,0.00733333333333334,0.0163333333333333,0.0196666666666667,"Lab_23",24.4,"E7",2025-05-12,0.001224,0.001836,0.0752459016393442
"F12",0.0133333333333333,0.00333333333333333,0.0113333333333333,0.0126666666666667,"Lab_23",24.4,"E8",2025-05-12,0.001008,0.001512,0.0619672131147541
"G01",0.00933333333333333,0.00133333333333334,0.0113333333333333,0.00966666666666667,"Lab_24",24.5,"E9",2025-05-12,0.000719999999999999,0.00108,0.0440816326530612
"G02",0.00933333333333333,-0.00166666666666666,0.00433333333333333,0.00966666666666667,"Lab_24",25.8,"E10",2025-05-12,0.001176,0.001764,0.0683720930232558
"G03",0.00533333333333333,-0.000666666666666663,0.00533333333333334,0.00566666666666667,"Lab_24",26.1,"E11",2025-05-12,0.000575999999999999,0.000863999999999999,0.033103448275862
"G04",0.00233333333333333,-0.000666666666666663,0.00733333333333334,0.00266666666666667,"Lab_25",27,"E12",2025-05-12,0.000167999999999999,0.000251999999999999,0.0093333333333333
"G05",0.00933333333333333,0.00333333333333333,0.0103333333333333,0.00966666666666667,"Lab_25",25.7,"E13",2025-05-12,0.000552,0.000828,0.0322178988326848
"G06",0.00433333333333333,0.00133333333333334,0.00533333333333334,0.00466666666666667,"Lab_25",23.3,"E14",2025-05-12,0.000263999999999999,0.000395999999999998,0.0169957081545064
"G07",0.0133333333333333,0.00233333333333334,0.00933333333333333,0.0136666666666667,"Lab_26",25.4,"E15",2025-05-12,0.001152,0.001728,0.0680314960629921
"G08",0.0293333333333333,0.00733333333333334,0.0133333333333333,0.0306666666666667,"Lab_26",23.9,"E16",2025-05-12,0.002496,0.003744,0.156652719665272
"G09",0.0203333333333333,0.00333333333333333,0.00833333333333333,0.0206666666666667,"Lab_26",26.6,"F1",2025-05-12,0.00192,0.00288,0.108270676691729
"G10",0.0173333333333333,0.00933333333333334,0.0273333333333333,0.0176666666666667,"Lab_35",25.4,"F2",2025-05-12,0.000527999999999999,0.000791999999999999,0.0311811023622047
"G11",0.0273333333333333,0.0123333333333333,0.0293333333333333,0.0266666666666667,"Lab_35",24.2,"F3",2025-05-12,0.001392,0.002088,0.0862809917355372
"G12",0.0243333333333333,0.0103333333333333,0.0303333333333333,0.0246666666666667,"Lab_35",26.2,"F4",2025-05-12,0.0012,0.0018,0.0687022900763358
"H01",0.0233333333333333,0.0143333333333333,0.0363333333333333,0.0236666666666667,"Lab_36",26.3,"F5",2025-05-12,0.000551999999999999,0.000827999999999999,0.0314828897338403
"H02",0.0173333333333333,0.0113333333333333,0.0273333333333333,0.0186666666666667,"Lab_36",24.3,"F6",2025-05-12,0.000336,0.000503999999999999,0.0207407407407407
"H03",0.164333333333333,0.137333333333333,0.205333333333333,0.165666666666667,"Lab_36",25.8,"F7",2025-05-12,0.001608,0.002412,0.0934883720930232
"H04",0.0603333333333333,0.0283333333333333,0.0473333333333333,0.0616666666666667,"Lab_37",24.9,"F8",2025-05-12,0.003384,0.005076,0.203855421686747
"H05",0.0743333333333333,0.0353333333333333,0.0653333333333333,0.0746666666666667,"Lab_37",26.3,"F9",2025-05-12,0.00396,0.00594,0.225855513307985
"H06",0.139333333333333,0.0813333333333333,0.134333333333333,0.139666666666667,"Lab_37",24.8,"F10",2025-05-12,0.005688,0.00853199999999999,0.344032258064516
"H07",0.0193333333333333,0.00933333333333334,0.0263333333333333,0.0196666666666667,"Lab_38",24,"F11",2025-05-12,0.000791999999999999,0.001188,0.0495
"H08",0.0133333333333333,0.00833333333333334,0.0233333333333333,0.0136666666666667,"Lab_38",25.4,"F12",2025-05-12,0.000239999999999999,0.000359999999999998,0.0141732283464566
"H09",0.0303333333333333,0.0213333333333333,0.0483333333333333,0.0306666666666667,"Lab_38",25.1,"F13",2025-05-12,0.000432,0.000648,0.0258167330677291
"H10",0.0553333333333333,0.0373333333333333,0.0653333333333333,0.0546666666666667,"Lab_39",25.8,"F14",2025-05-12,0.001488,0.002232,0.0865116279069767
"H11",0.0433333333333333,0.0283333333333333,0.0543333333333333,0.0426666666666667,"Lab_39",26.4,"F15",2025-05-12,0.001176,0.001764,0.0668181818181818
"H12",0.0763333333333333,0.0583333333333333,0.104333333333333,0.0756666666666667,"Lab_39",25.9,"F16",2025-05-12,0.001056,0.001584,0.0611583011583011
