"Life_S","n","mean","sd","median","IQR"
"Tetra",3,0.027553854619932,0.0149604921389168,0.0340425831878114,0.0138650144687224
"Carp",12,0.0421904712189849,0.0543055328825761,0.0254322561052258,0.0128265046913307
"Gam",24,0.2230792730554,0.412753142624473,0.0599698537191131,0.0545762569240133
"Gam/Tetra",15,0.054223451464601,0.0376889103217206,0.0620422339538761,0.0548367594832881
"Unknown",3,0.101182378835444,0.0378412097080502,0.112733390607102,0.0364950372990206
