comparison,diff,lwr,upr,p adj
Carp-Gam/Tetra,-0.032633462920663214,-0.1183353195499865,0.05306839370866007,0.5752239168501811
Unknown-Gam/Tetra,0.0942086949331068,0.008506838303783515,0.17991055156243008,0.03160176165504136
Unknown-Carp,0.12684215785377,0.016201536698961752,0.23748277900857828,0.025381185938893713
