#Header
"Sample Name","Description","Saved or unsaved State","Spectrum quality check summary","Number of peaks"
"Lab_19_whole_1","Sample 010 By Administrator Date Monday, June 09 2025","Not saved","The Quality Checks do not report any warnings for the sample.","13"
