#Header
"Sample Name","Description","Saved or unsaved State","Spectrum quality check summary","Number of peaks_1"
"Lab_08_whole","Sample 002 By Administrator Date Monday, June 09 2025","Not saved","The Quality Checks give rise to a Weak Bands warning for the sample.","11"
