comparison,diff,lwr,upr,p adj
Carp-Gam/Tetra,0.14680696260000003,-0.019587469252003303,0.31320139445200335,0.08927035096247715
Unknown-Gam/Tetra,0.3407036743333334,0.138174821514226,0.5432325271524407,0.001210873397399892
Unknown-Carp,0.19389671173333334,-0.037021709124533175,0.42481513259119985,0.10912070732951606
