comparison,diff,lwr,upr,p adj
Marcona-Paracas,0.03705063720833335,-0.01416748658264199,0.08826876099930869,0.17714369698217558
Ilo-Paracas,0.111805507375,0.04760019133859289,0.1760108234114071,0.0012165875519778435
Ilo-Marcona,0.07475487016666665,0.007694604673591482,0.14181513565974183,0.028447987897684435
