"Location","n","mean","sd","median","IQR"
"Mendieta",16,35.4730327488123,8.57004162435014,34.6286823173027,12.2462275735802
"Concession",6,32.7960400460949,7.7789864736294,32.1158926361814,3.8929101849324
"Caro Caido",6,36.5314433505011,6.85175981899415,38.6218543476164,9.50835196962832
"7H",6,33.519616551093,9.96010709796672,30.9858315702183,10.6935160287691
"Powder Ilo",3,28.3349557017945,1.65473413442836,27.6738163634424,1.55251928719255
"Ilo mariculture",3,42.4845838329286,5.55353357598459,45.5991692386615,4.85450857372659
