"ID","PE_mg_per_g_sample_mean","PE_mg_per_mL_mean","PE_pred_run2_mg_per_g_mean","PE_scaled_mean","PE_se_run2_mean","X455_mean","X564_mean","X592_mean","Xred_mean","total_PE_mg_mean","PE_mg_per_g_sample_sd","PE_mg_per_mL_sd","PE_pred_run2_mg_per_g_sd","PE_scaled_sd","PE_se_run2_sd","X455_sd","X564_sd","X592_sd","Xred_sd","total_PE_mg_sd","PE_mg_per_g_sample_se","PE_mg_per_mL_se","PE_pred_run2_mg_per_g_se","PE_scaled_se","PE_se_run2_se","X455_se","X564_se","X592_se","Xred_se","total_PE_mg_se","PE_mg_per_g_sample_cv","PE_mg_per_mL_cv","PE_pred_run2_mg_per_g_cv","PE_scaled_cv","PE_se_run2_cv","X455_cv","X564_cv","X592_cv","Xred_cv","total_PE_mg_cv","PE_mg_per_g_sample_max_dev_pct","PE_mg_per_mL_max_dev_pct","PE_pred_run2_mg_per_g_max_dev_pct","PE_scaled_max_dev_pct","PE_se_run2_max_dev_pct","X455_max_dev_pct","X564_max_dev_pct","X592_max_dev_pct","Xred_max_dev_pct","total_PE_mg_max_dev_pct","PE_mg_per_g_sample_n","PE_mg_per_mL_n","PE_pred_run2_mg_per_g_n","PE_scaled_n","PE_se_run2_n","X455_n","X564_n","X592_n","Xred_n","total_PE_mg_n","join_ids","avg_sample_weight","replicate_date","replicate_count"
"Lab_26",0.0898800673478907,0.0015072,0.116913559280825,89.8800673478907,0.00253614448686148,0.00626666666666667,0.0146666666666667,0.00106666666666667,21675.0666666667,0.0022608,0.0475313978028494,0.000763184905511109,0.0632065038428102,47.5313978028494,0.00149487945462775,0.00588500920418425,0.0108397416943394,0.00486141268905792,11992.6894384315,0.00114477735826666,0.0212566873105511,0.000341306665624919,0.0282668078425251,21.2566873105511,0.000668530415743091,0.00263185612575358,0.00484767985741633,0.00217408984788271,5363.29376347533,0.000511959998437378,0.528831354997476,0.506359411830619,0.540625948192964,0.528831354997476,0.589429924979426,0.939097213433656,0.739073297341323,4.55757439599178,0.553294235393271,0.506359411830619,74.2908347619839,68.1528662420382,76.1662346534766,74.2908347619839,90.1164220252763,112.765957446808,100,587.499999999998,77.9510097623691,68.1528662420382,5,5,5,5,5,5,5,5,5,5,"G07, G08, G09, C07, C08",25.3,"Mixed (2025-05-12; NA)",5
"Lab_35",0.0444231602356253,0.0007392,0.0526313071615025,44.4231602356253,0.0012270495549844,0.0230666666666667,0.0162666666666667,0.00686666666666667,9478.26666666667,0.0011088,0.0312902291790966,0.000522075856557263,0.0264298174772666,31.2902291790966,0.000251206262602034,0.0087920418561333,0.0104067285925982,0.00619408319823577,5014.74648412061,0.000783113784835894,0.0139934158952015,0.000233479420934694,0.011819773702416,13.9934158952015,0.000112342855910362,0.0039319206502675,0.00465403051128804,0.0027700782179089,2242.66280568435,0.000350219131402041,0.704367474378901,0.706271450970323,0.502169125235007,0.704367474378901,0.204723812157064,0.381157883936415,0.639757905282673,0.902050951199384,0.529078433903591,0.706271450970323,94.2252448450165,88.3116883116884,68.4920546974177,94.2252448450165,33.6571436909086,58.0924855491329,89.7540983606557,148.543689320388,72.1622800230703,88.3116883116884,5,5,5,5,5,5,5,5,5,5,"G10, G11, G12, C09, C10",24.78,"Mixed (2025-05-12; NA)",5
"Lab_36",0.0397282156395713,0.000672,0.0412071459311927,39.7282156395713,0.00122438538154242,0.0640666666666667,0.0488666666666667,0.0380666666666667,7310.66666666667,0.001008,0.0304097951016825,0.000531262646908287,0.0276146593955052,30.4097951016825,0.000256367459313442,0.0801122129682277,0.0654487076521251,0.0565078165684477,5239.55627892286,0.000796893970362431,0.0135996738058404,0.00023758787847868,0.0123496511167706,13.5996738058404,0.000114651013248753,0.0358272708049795,0.0292695518699325,0.0252710638214276,2343.20080232147,0.00035638181771802,0.765445782352049,0.790569415042095,0.670142490373294,0.765445782352049,0.209384613029668,1.2504507747382,1.33933235304485,1.48444351755992,0.71670020229658,0.790569415042095,135.319836514138,139.285714285714,119.399491014741,135.319836514138,37.215619607354,220.499479708637,236.289222373806,260.77057793345,127.694692686485,139.285714285714,5,5,5,5,5,5,5,5,5,5,"H01, H02, H03, C11, C12",25.04,"Mixed (2025-05-12; NA)",5
"Lab_37",0.22098863861185,0.0037248,0.195111826953067,220.98863861185,0.00451861148915668,0.0664666666666667,0.0744666666666667,0.0376666666666667,36512.2666666667,0.0055872,0.0741746055838371,0.00121483628526645,0.037811990739245,74.1746055838371,0.00107172993251092,0.0408782745885065,0.039077273872845,0.0262361074348565,7174.37976180984,0.00182225442789968,0.0331718920579391,0.000543291303077823,0.0169100363315089,33.1718920579391,0.000479292196523134,0.0182813201565605,0.0174758881510116,0.0117331439378654,3208.48016876111,0.000814936954616735,0.335648954850206,0.326148057685367,0.193796508031983,0.335648954850206,0.237181252489343,0.615019176356667,0.524761958901231,0.696533825704155,0.196492313865564,0.326148057685367,55.6787082926845,52.7061855670102,25.8496918874424,55.6787082926845,31.4968048534975,102.106318956871,87.1083258728737,115.929203539823,26.2092739608972,52.7061855670102,5,5,5,5,5,5,5,5,5,5,"H04, H05, H06, D01, D02",25.32,"Mixed (2025-05-12; NA)",5
"Lab_38",0.0256814998983152,0.000325714285714286,0.0205069460551842,25.6814998983152,0.00129364106774831,0.0206190476190476,0.0119047619047619,0.00633333333333333,3383.04761904762,0.000488571428571428,0.0208172533069352,0.000250512617304142,0.0155346628504898,20.8172533069352,0.000128258535850263,0.0150695038767023,0.0109251905411205,0.00829100360274562,2947.51925466379,0.000375768925956212,0.00786818217565537,9.46848693815221e-05,0.00587155065766141,7.86818217565537,4.84771699115796e-05,0.00569573709126831,0.0041293338854,0.00313370480742935,1114.05756177355,0.000142027304072283,0.810593360565396,0.769117684705698,0.757531755761489,0.810593360565396,0.0991453804674794,0.730853536745379,0.91771600545412,1.30910583201247,0.871261532964634,0.769117684705698,131.487808421593,143.157894736842,166.230612932279,131.487808421593,18.5324671008197,134.411085450346,154.8,236.842105263158,191.187151624345,143.157894736842,7,7,7,7,7,7,7,7,7,7,"F09, F10, H07, H08, H09, D03, D04",20.7285714285714,"Mixed (2025-05-06; 2025-05-12; NA)",7
"Lab_39",0.0528882136890948,0.000736,0.0580760018291804,52.8882136890948,0.00113817105833064,0.0485,0.0371666666666667,0.0266666666666667,10511.3333333333,0.001104,0.0272631271000191,0.000581507007696382,0.0134288755901124,27.2631271000191,0.000128641614115524,0.0333511618988005,0.0261846010726406,0.0195482309515039,2547.97093128369,0.000872260511544572,0.0111301250312818,0.000237399241784804,0.00548231550251527,11.1301250312818,5.25177190451747e-05,0.0136155548301688,0.0106898186243838,0.00798053186754422,1040.20477684818,0.000356098862677206,0.515485874797858,0.790091043065736,0.231229340298095,0.515485874797858,0.113024850855198,0.68765282265568,0.704518414510511,0.733058660681395,0.242402257685389,0.790091043065736,77.8038817801797,102.173913043478,32.51888758077,77.8038817801798,14.6803193852499,115.120274914089,105.381165919283,118.75,34.0901883681106,102.173913043478,6,6,6,6,6,6,6,6,6,6,"F11, F12, G01, H10, H11, H12",17.9333333333333,"Mixed (2025-05-06; 2025-05-12)",6
"Lab_40",0.021528764493976,0.0003696,0.0335176039331201,21.528764493976,0.00117206248969907,0.0464666666666667,0.0354666666666667,0.0288666666666667,5851.66666666667,0.0005544,0.0136833992950108,0.00023915852483238,0.0201747298293998,13.6833992950108,0.000188711006416485,0.0419368572976087,0.0452330999748341,0.0464600186540356,3827.91729708641,0.00035873778724857,0.00611940219738339,0.000106954943784755,0.00902241346524613,6.11940219738339,8.43941276899319e-05,0.0187547327360323,0.0202288572753546,0.0207775519892664,1711.89665770649,0.000160432415677132,0.635586835409883,0.647073930823539,0.601914440831026,0.635586835409883,0.161007632336171,0.902514862932756,1.27536936019269,1.6094694683846,0.65415846717512,0.647073930823539,93.1185949760564,93.5064935064937,71.053016794241,93.1185949760564,19.754881565418,159.684361549498,226.127819548872,286.836027713626,77.2201651951011,93.5064935064937,5,5,5,5,5,5,5,5,5,5,"A01, A02, A03, D05, D06",25.42,"Mixed (2025-05-15; NA)",5
"Lab_41",0.0707058054792431,0.001176,0.0980319301895101,70.7058054792431,0.00196666455089227,0.05475,0.04075,0.025,18092.5,0.001764,0.0429047900593256,0.000759705205984532,0.0333742489984312,42.9047900593256,0.000646077377048226,0.047478942700949,0.0253119427236324,0.0275317997958724,6332.37054962656,0.0011395578089768,0.0214523950296628,0.000379852602992266,0.0166871244992156,21.4523950296628,0.000323038688524113,0.0237394713504745,0.0126559713618162,0.0137658998979362,3166.18527481328,0.000569778904488399,0.606807174722323,0.646007828218139,0.34044263878018,0.606807174722323,0.328514273954398,0.867195300473955,0.621151968678094,1.1012719918349,0.349999754021089,0.646007828218139,90.301867278556,95.9183673469387,50.4639582264909,90.3018672785559,48.2105504459064,126.48401826484,91.4110429447853,164,51.880613513887,95.9183673469387,4,4,4,4,4,4,4,4,4,4,"G06, A04, A05, A06",21.625,"Mixed (2025-05-06; 2025-05-15)",4
"Lab_42",0.042192432046179,0.0006576,0.0625330198892924,42.192432046179,0.00128251394321534,0.0302,0.0216,0.0126,11357,0.0009864,0.0290253195665582,0.000535384721485401,0.0232588017852385,29.0253195665582,0.000178460388535489,0.015743781841307,0.00956382071489562,0.0109453186340097,4413.0836157952,0.000803077082228101,0.0129805175238958,0.00023943132627123,0.0104016523733974,12.9805175238958,7.98099120112753e-05,0.00704083328401783,0.00427707064862545,0.00489489530020817,1973.59099106172,0.000359146989406844,0.687927150887875,0.814149515640816,0.371944323597606,0.687927150887875,0.139148887604354,0.521317279513475,0.442769477541464,0.868676082064262,0.388578287910117,0.814149515640816,99.9999999999999,100,59.9836300760228,99.9999999999999,16.7466136404253,88.7417218543046,71.2962962962963,153.968253968254,62.6661970590825,100,5,5,5,5,5,5,5,5,5,5,"G08, G10, A07, A08, A09",18.96,"Mixed (2025-05-06; 2025-05-15)",5
"Lab_43",0.112405386594458,0.001656,0.133709595549884,112.405386594458,0.00285862185586982,0.0522916666666667,0.0467916666666667,0.0281666666666667,24861.9166666667,0.002484,0.0723408546390401,0.0014128682073812,0.0503250741665615,72.3408546390401,0.0013211895869135,0.0459677034656373,0.0288251089288819,0.028733587447777,9548.58991958399,0.0021193023110718,0.0255763544360478,0.000499524345181065,0.0177926006034458,25.5763544360478,0.000467111058069796,0.0162520374180622,0.0101912149960266,0.0101588572660699,3375.93634145367,0.000749286517771597,0.643571067461696,0.853181284650484,0.376375935919919,0.643571067461696,0.462177109644847,0.879063651932506,0.616030823057137,1.02012736500983,0.384064915332379,0.853181284650484,110.593777728861,143.961352657005,52.4373044784063,110.593777728861,64.7745467720222,171.553784860558,113.713268032057,201.775147928994,53.5085455331615,143.961352657005,8,8,8,8,8,8,8,8,8,8,"G11, G12, H01, A10, A11, A12, D07, D08",19.375,"Mixed (2025-05-06; 2025-05-15; NA)",8
"Lab_44",0.0906293435267375,0.00122,0.124337472137908,90.6293435267375,0.00255103474796942,0.0291666666666667,0.0273333333333333,0.0141666666666667,23083.6666666667,0.00183,0.0376258924196498,0.000929113125512712,0.0195905841145904,37.6258924196498,0.000519765304881082,0.0220794021658196,0.0200266489125532,0.0132577021638995,3717.08252979852,0.00139366968826907,0.0153607062574993,0.000379308845138101,0.00799782247397005,15.3607062574993,0.00021219329716013,0.00901387818865997,0.00817584518226981,0.00541243424389105,1517.49258830334,0.000568963267707152,0.415162363043592,0.761568135666157,0.15755977484295,0.415162363043592,0.20374685421075,0.757008074256673,0.73268227728853,0.935837799804674,0.161026520763535,0.761568135666157,59.4671080600804,80.327868852459,20.3024494485381,59.4671080600803,25.9650387637544,148,135.365853658537,182.352941176471,20.7491588569118,80.327868852459,6,6,6,6,6,6,6,6,6,6,"H02, H03, H04, B01, B02, B03",17.4333333333333,"Mixed (2025-05-06; 2025-05-15)",6
"Lab_45",0.059205840439648,0.000936,0.0719943012305352,59.205840439648,0.00150301767834559,0.0194166666666667,0.0174166666666667,0.00716666666666667,13152.1666666667,0.001404,0.0501193927235014,0.00092347666069974,0.0306770805505963,50.1193927235014,0.000357621149239356,0.0205130620407026,0.0194403850637937,0.0105649916052521,5820.61461326813,0.00138521499104961,0.0177198812318698,0.000326498304524147,0.0108459858421663,17.7198812318698,0.000126438169861437,0.00725246263594059,0.00687321405374308,0.00373528860362636,2057.8980318577,0.000489747456786221,0.846527848457639,0.986620363995449,0.426104289176504,0.846527848457639,0.237935424440915,1.05646671454262,1.11619435772978,1.47418487515146,0.442559371454751,0.986620363995449,154.157679983582,170.08547008547,71.2331611232372,154.157679983582,32.1898025362156,251.931330472103,246.411483253588,346.511627906977,73.9840077046874,170.08547008547,8,8,8,8,8,8,8,8,8,8,"H05, H06, H07, B04, B05, B06, D09, D10",19.5625,"Mixed (2025-05-07; 2025-05-15; NA)",8
"Lab_46",0.0432328439547738,0.00054,0.0567900194799483,43.2328439547738,0.00133001016324647,0.016,0.0118333333333333,0.00516666666666667,10267.3333333333,0.00081,0.0275048399458255,0.000481776711765938,0.0359899085221149,27.5048399458255,0.000603424285953285,0.0121655250605964,0.0091669696919611,0.00365604522218567,6828.66112792252,0.000722665067648907,0.0112288038873654,0.000196684518963746,0.0146928186281042,11.2288038873654,0.000246346933164806,0.00496655480858378,0.00374239970547716,0.00149257421181587,2787.7892316314,0.000295026778445618,0.636202419961049,0.892179095862849,0.633736506021492,0.636202419961049,0.453699003683073,0.760345316287278,0.774673495095304,0.707621655906904,0.665086143229905,0.892179095862849,112.960696301995,163.703703703704,118.611465501478,112.960696301995,90.7281259336307,145.833333333333,147.887323943662,132.258064516129,124.478929939614,163.703703703704,6,6,6,6,6,6,6,6,6,6,"H08, H09, H10, B07, B08, B09",17.05,"Mixed (2025-05-07; 2025-05-15)",6
"Lab_48",0.0742781986557938,0.001152,0.102741049980653,74.2781986557938,0.00198801997335889,0.01975,0.01875,0.0065,18986,0.001728,0.0211848925756367,0.000579323743687414,0.0143277953376279,21.1848925756367,0.000359450517825186,0.00558022301426107,0.00639661368746516,0.001,2718.53036277569,0.00086898561553112,0.0105924462878184,0.000289661871843707,0.00716389766881394,10.5924462878184,0.000179725258912593,0.00279011150713053,0.00319830684373258,5e-04,1359.26518138785,0.00043449280776556,0.28521010147012,0.502885194173102,0.139455410863777,0.28521010147012,0.180808303056367,0.28254293743094,0.341152729998142,0.153846153846154,0.143186050920451,0.502885194173102,35.7077811456977,72.9166666666666,16.3948690521728,35.7077811456977,21.4833257689689,34.1772151898734,46.6666666666667,23.0769230769231,16.833456230907,72.9166666666666,4,4,4,4,4,4,4,4,4,4,"H11, B10, B11, B12",21.925,"Mixed (2025-05-07; 2025-05-15)",4
"Lab_49",0.0679132134405151,0.001072,0.0814520689588019,67.9132134405151,0.00148093826121415,0.02,0.018,0.00633333333333333,14946.6666666667,0.001608,0.0104798160810976,0.000140627166649976,0.00374750296664352,10.4798160810976,8.05025058378871e-05,0.00115470053837925,0.00288675134594813,0.0023094010767585,711.044536814209,0.000210940749974963,0.00605052463547947,8.11911325207378e-05,0.00216362184658056,6.05052463547947,4.64781434159435e-05,0.000666666666666667,0.00166666666666667,0.00133333333333333,410.521754735496,0.000121786698781107,0.154311886453095,0.131182058442141,0.0460086897060772,0.154311886453095,0.0543591235004535,0.0577350269189626,0.160375074774896,0.364642275277658,0.0475721144166509,0.131182058442141,17.2896530416172,14.9253731343283,5.12254073148561,17.2896530416172,6.0682615226326,6.66666666666668,18.5185185185185,42.1052631578947,5.29661016949152,14.9253731343284,3,3,3,3,3,3,3,3,3,3,"C01, C02, C03",23.7333333333333,"2025-05-15",3
"Lab_50",0.0202260644843712,0.000328,0.0289340958058706,20.2260644843712,0.00111838101298539,0.0186666666666667,0.00966666666666667,0.004,4982,0.000492000000000001,0.00509469570857323,7.33212111192931e-05,0.0068129021293174,5.09469570857323,7.41556727361161e-05,0.0055075705472861,0.00378593889720018,0.00264575131106459,1292.66791301298,0.00010998181667894,0.00294142393878398,4.23320209770333e-05,0.00393343087832398,2.94142393878398,4.28137976161344e-05,0.00317979733805649,0.002185812841434,0.00152752523165195,746.322167550836,6.34980314655499e-05,0.25188764292282,0.223540277802723,0.235462762514773,0.25188764292282,0.066306269397552,0.295048422176041,0.391648851434501,0.661437827766149,0.259467666200919,0.223540277802723,27.8740789865961,24.3902439024389,26.3453311369111,27.8740789865961,7.24695635977005,33.9285714285714,44.8275862068965,75.0000000000001,29.0311789107453,24.3902439024389,3,3,3,3,3,3,3,3,3,3,"C04, C05, C06",24.4666666666667,"2025-05-15",3
"Lab_51",0.0278195331309536,0.000452,0.0376215038891396,27.8195331309536,0.00106489901204506,0.0228333333333333,0.0123333333333333,0.005,6630.33333333333,0.000678,0.0255041047341816,0.000424264068711929,0.0131703321772388,25.5041047341816,7.19448160445044e-05,0.00353553390593274,0.00424264068711929,0,2498.91536471326,0.000636396103067893,0.0180341254056317,3e-04,0.00931283119300493,18.0341254056318,5.08726672962878e-05,0.0025,0.003,0,1767,0.00045,0.916769688913444,0.938637320159134,0.350074580113761,0.916769688913444,0.0675602242379208,0.154840900989755,0.343997893550213,0,0.376891362633341,0.938637320159134,64.8254063816978,66.3716814159292,24.7540109519474,64.8254063816978,4.77722926971176,10.9489051094891,24.3243243243243,0,26.6502438288673,66.3716814159292,2,2,2,2,2,2,2,2,2,2,"C07, C08",23.95,"2025-05-15",2
"Lab_57",0.098595146871009,0.001656,0.114705780567327,98.595146871009,0.00228727923615342,0.0221666666666667,0.0311666666666667,0.0161666666666667,21256.1666666667,0.002484,0.000939196746403543,6.78822509939093e-05,0.00629447963988577,0.939196746403544,0.000164723755719746,0.0148492424049175,0.0120208152801713,0.0120208152801713,1194.30335342408,0.000101823376490864,0.000664112388250288,4.80000000000005e-05,0.00445086923740388,0.664112388250288,0.000116477284691948,0.0105,0.00849999999999999,0.0085,844.5,7.20000000000009e-05,0.00952579083463697,0.0409916974600901,0.0548749994006725,0.00952579083463698,0.072017335319655,0.669890634808308,0.385694607919935,0.743555584340493,0.0561862057328028,0.0409916974600902,0.673575129533646,2.89855072463771,3.88024841938233,0.673575129533647,5.09239461675136,47.3684210526316,27.2727272727272,52.5773195876288,3.97296470828073,2.89855072463772,2,2,2,2,2,2,2,2,2,2,"E01, E02",25.2,NA,2
"Lab_58",0.0557057619186897,0.000972,0.0566521101706386,55.7057619186897,0.00107766032872314,0.0261666666666667,0.0246666666666667,0.0141666666666667,10241.1666666667,0.001458,0.0122030209175581,0.000220617315730204,0.00550440877922515,12.2030209175581,5.31027758437082e-05,0.00212132034355964,0.00141421356237309,0.00353553390593274,1044.39671581253,0.000330925973595305,0.00862883884176663,0.000156000000000001,0.00389220477421287,8.62883884176663,3.75493328989153e-05,0.0015,0.000999999999999994,0.0025,738.5,0.000234000000000001,0.219062095145025,0.226972547047535,0.0971615843195538,0.219062095145025,0.0492759865315137,0.0810695672697953,0.0573329822583684,0.249567099242311,0.101980247935215,0.226972547047535,15.490029297798,16.0493827160494,6.87036151431851,15.490029297798,3.48433842260903,5.73248407643313,4.05405405405403,17.6470588235294,7.21109248620763,16.0493827160494,2,2,2,2,2,2,2,2,2,2,"E03, E04",26.15,NA,2
"Lab_59",0.0474871794871795,0.000792,0.0490574357229192,47.4871794871795,0.00104925182905916,0.0171666666666667,0.0161666666666667,0.00766666666666667,8800.16666666667,0.001188,0.0068172346083626,3.3941125496954e-05,0.0119516851421632,6.8172346083626,4.47200241814213e-05,0.0106066017177982,0.00636396103067893,0.00565685424949238,2267.69144726526,5.09116882454311e-05,0.00482051282051281,2.39999999999998e-05,0.0084511176106301,4.82051282051281,3.16218323535094e-05,0.0075,0.0045,0.004,1603.5,3.59999999999998e-05,0.143559476094029,0.042854956435548,0.243626373169348,0.143559476094029,0.0426208684539732,0.617860294240672,0.393647074062614,0.737850554281614,0.25768732947466,0.0428549564355481,10.1511879049676,3.03030303030301,17.226986054393,10.1511879049676,3.01375051038643,43.6893203883495,27.8350515463917,52.1739130434782,18.2212458097385,3.03030303030301,2,2,2,2,2,2,2,2,2,2,"E05, E06",25.2,NA,2
"Lab_60",0.0325348098155489,0.000516,0.0406432110485376,32.5348098155489,0.00109570071124206,0.0401666666666667,0.0256666666666667,0.0166666666666667,7203.66666666667,0.000774,0.0304656156276514,0.000458205194208883,0.0197964925086283,30.4656156276514,5.8587768047317e-05,0.0120208152801713,0.014142135623731,0.00989949493661167,3756.15122166294,0.000687307791313324,0.0215424434033352,0.000324,0.0139982340965597,21.5424434033352,4.14278080808424e-05,0.0085,0.01,0.007,2656,0.000486,0.936400606008504,0.887994562420316,0.487079932857338,0.936400606008504,0.0534705941560479,0.299273409464846,0.550992297028479,0.5939696961967,0.521422130627404,0.887994562420316,66.2135218415806,62.7906976744186,34.4417523503312,66.2135218415806,3.78094197218152,21.1618257261411,38.961038961039,42,36.8701124427375,62.7906976744186,2,2,2,2,2,2,2,2,2,2,"E07, E08",24.75,NA,2
"Lab_61",0.0435160944206008,0.000683999999999999,0.0476634097746737,43.5160944206008,0.00104920882701178,0.0571666666666667,0.0496666666666667,0.0406666666666667,8535.66666666667,0.001026,0.0127506830092502,0.00018667619023325,0.0127827502455939,12.7506830092502,3.33618080023944e-05,0.0502045814642449,0.0424264068711928,0.0424264068711929,2425.37625946986,0.000280014285349875,0.0090160944206009,0.000132000000000001,0.00903876938087348,9.0160944206009,2.35903606711367e-05,0.0355,0.03,0.03,1715,0.000198000000000001,0.293010739567059,0.272918406773757,0.268187909887768,0.293010739567058,0.0317971095395863,0.878214253018861,0.854222957138111,1.0432723001113,0.284146084211722,0.272918406773757,20.7189880908352,19.2982456140352,18.9637489713887,20.7189880908353,2.2483951777573,62.0991253644315,60.4026845637584,73.7704918032787,20.0921622993713,19.2982456140352,2,2,2,2,2,2,2,2,2,2,"E09, E10",23.65,NA,2
"Lab_62",0.0436197926141532,0.000672,0.0321736469697832,43.6197926141532,0.00114053753201347,0.0246666666666667,0.0166666666666667,0.00766666666666667,5596.66666666667,0.001008,0.0467763291765602,0.00071276363543604,0.019729411020459,46.7763291765602,0.000180916931008329,0.0282842712474619,0.0240416305603426,0.015556349186104,3743.42329960158,0.00106914545315406,0.0330758595597599,0.000504,0.0139508003213831,33.0758595597599,0.000127927588747448,0.02,0.017,0.011,2647,0.000756,1.07236477693346,1.06066017177982,0.61321649482225,1.07236477693346,0.158624267882657,1.14665964516737,1.44249783362056,2.02908902427444,0.668866581227204,1.06066017177982,75.8276405675249,75,43.3609541824259,75.8276405675249,11.2164295480578,81.0810810810811,102,143.478260869565,47.2960095294818,75,2,2,2,2,2,2,2,2,2,2,"E11, E12",23.45,NA,2
"Lab_63",0.0701067667003319,0.001104,0.0733066356770877,70.1067667003319,0.00137517997202134,0.0131666666666667,0.0151666666666667,0.00416666666666667,13401.1666666667,0.001656,0.0201450447284801,0.000339411254969543,0.0244139349442816,20.1450447284801,0.000436479136945501,0.00919238815542512,0.0120208152801713,0.00919238815542512,4632.25652355307,0.000509116882454315,0.0142446977348146,0.00024,0.0172632589545487,14.2446977348146,0.000308637357580616,0.0065,0.0085,0.0065,3275.5,0.00036,0.287348078889292,0.307437730950673,0.333038540355663,0.287348078889292,0.317397828521262,0.698156062437351,0.792581227264042,2.20617315730203,0.345660690503544,0.307437730950673,20.3185775143545,21.7391304347826,23.5493810281959,20.3185775143545,22.4434156881269,49.3670886075949,56.0439560439561,156,24.441901824468,21.7391304347826,2,2,2,2,2,2,2,2,2,2,"F01, F02",23.55,NA,2
"Lab_64",0.0225613721490805,0.00036,0.0312056465948831,22.5613721490805,0.00109887285852058,0.00433333333333333,0.00333333333333334,-0.000666666666666665,5413,0.00054,0.00871390186246557,0.000137451082207453,0.00757882262873503,8.71390186246557,8.2558921541512e-05,0.00463321342770508,0.0038815804341359,0.00355902608401044,1437.99230410551,0.000206176623311179,0.00355743553862144,5.61141693336006e-05,0.00309404138190991,3.55743553862144,3.37045385818625e-05,0.00189150146121481,0.00158464857653396,0.00145296631451356,587.057899851265,8.41712540004009e-05,0.386231023755383,0.381808561687369,0.242867027468604,0.386231023755383,0.0751305493637016,1.06920309870117,1.16447413024077,-5.33853912601567,0.265655330520138,0.381808561687369,69.7497478759788,66.6666666666666,35.10162309732,69.7497478759789,12.2628449283172,153.846153846154,170,-100,38.3952213806269,66.6666666666666,6,6,6,6,6,6,6,6,6,6,"F07, F08, F09, F10, F11, F12",23.9333333333333,NA,6
"Lab_65",0.0887187008155673,0.001404,0.0843507996640383,88.7187008155673,0.0015478965646052,0.0176666666666667,0.0221666666666667,0.00866666666666667,15496.6666666667,0.002106,0.0245216011670029,0.000424264068711928,0.00945848983187098,24.5216011670029,0.000207729504352704,0.00282842712474619,0.00636396103067892,0.00282842712474619,1794.63701065146,0.000636396103067891,0.0173393904707397,0.000299999999999999,0.00668816229989998,17.3393904707397,0.000146886941180318,0.002,0.0045,0.002,1269,0.000449999999999999,0.276397207596396,0.302182385122456,0.112132782019178,0.276397207596396,0.134201153425059,0.160099648570539,0.287095986346418,0.326356975932253,0.115807937878132,0.302182385122456,19.5442339792437,21.3675213675213,7.92898505590739,19.5442339792437,9.48945456299158,11.3207547169811,20.3007518796992,23.0769230769231,8.18885781888579,21.3675213675213,2,2,2,2,2,2,2,2,2,2,"F03, F04",23.65,NA,2
"Lab_66",0.0519516806722689,0.000828,0.0561092569658397,51.9516806722689,0.00108294038492141,0.0106666666666667,0.0111666666666667,0.00266666666666667,10138.1666666667,0.001242,0.0050180813169079,8.48528137423858e-05,0.00940258859172989,5.0180813169079,8.62518427374987e-05,0,0.000707106781186548,0,1784.03040893366,0.000127279220613579,0.00354831932773109,6e-05,0.00664863415391947,3.54831932773109,6.0989262889521e-05,0,5e-04,0,1261.5,9e-05,0.0965913181628112,0.102479243650224,0.167576423217551,0.0965913181628112,0.0796459749201784,0,0.0633229953301386,0,0.175971698591165,0.102479243650224,6.83003760766711,7.24637681159421,11.8494425224117,6.83003760766711,5.63182089602719,0,4.47761194029851,0,12.4430781370728,7.2463768115942,2,2,2,2,2,2,2,2,2,2,"F05, F06",23.9,NA,2
"Lab_70",0.352801406880227,0.003952,0.311173842139054,352.801406880227,0.00785145993855836,0.0316666666666667,0.051,0.0146666666666667,58533.6666666667,0.005928,0.0340587781298159,0.000163364622853297,0.0343336994273738,34.0587781298159,0.000993958097537169,0.00776745346515403,0.00416333199893227,0.00351188458428425,6514.41496477875,0.000245046934279946,0.019663844721519,9.43186089804128e-05,0.01982257060667,19.663844721519,0.000573861975176293,0.00448454134902457,0.00240370085030933,0.00202758751009941,3761.09923352794,0.000141477913470619,0.0965381017921469,0.0413372021389922,0.110336071924809,0.0965381017921469,0.126595321801983,0.245288004162759,0.0816339607633778,0.239446676201199,0.11129347153112,0.0413372021389922,10.6320471158521,4.65587044534413,11.9063002761463,10.6320471158521,13.6637162441241,27.3684210526316,9.15032679738563,25,12.0096127015222,4.65587044534413,3,3,3,3,3,3,3,3,3,3,"C09, C10, C11",16.8611666666667,"2025-05-15",3
