"join_id","Xred"
"A01",0
"A05",126
"A07",2963
"A11",3982
"A12",7922
"B01",7370
"B05",6229
"B09",41917
"C01",8392
"C07",9132
"D07",18835
"D10",4625
"E01",3708
"E04",7020
"E08",3129
"E09",5683
"E10",1849
"E11",2658
"F01",42098
"F07",39459
"F08",3204
"G01",9113
"G02",4985
"G03",1840
"G04",3863
"G05",3101
"G06",8706
"G07",4988
"G09",3921
"G10",4240
"H05",9995
"H07",16066
"H08",2314
"H12",10216
